subject_id,session_id,age,sex,site,breed,weight (kg),global_invalid_ratio,global_invalid_vertices,global_mean_thickness,global_total_vertices,CG_RSc,CG_RSr,CG_Rsi,CG_dc,CG_dr,CG_idc,CG_idr,CG_ir,CG_ivc,CG_ivr,CG_vc,CG_vr,FPOc,FPOci,FPOr,FPOri,FP_d,FP_m,FP_v,IFG_cd,IFG_cv,IFG_iv,IFG_rd,IFG_rv,INS_c,INS_ci,INS_dr,INS_ri,INS_v,INS_vr,IPL_gc,IPL_gci,IPL_gr,IPL_gri,IPL_sc,IPL_sci,IPL_sr,IPL_sri,ITG_gdc,ITG_gr,ITG_gvc,M1_d,M1_i,M1_m,M1_v,OrG_ci,OrG_cl,OrG_cm,OrG_ri,OrG_rl,OrG_rm,PHG_cl,PHG_cm,PHG_li,PHG_mi,PHG_r,PM_cd,PM_cm,PM_cv,PM_i,PM_rd,PM_rm,PM_rv,PoCG_d,PoCG_dm,PoCG_i,PoCG_v,PrCu_dc,PrCu_di,PrCu_dr,PrCu_vc,PrCu_vi,PrCu_vr,PrL_STS,PrL_d,PrL_i,PrL_v,SFG_c,SFG_ci,SFG_cm,SFG_r,SFG_ri,SFG_rm,SFL_i,SFL_r,SPL_cd,SPL_cv,SPL_iv,SPL_m,SPL_rd,SPL_rv,STG_gc,STG_gci,STG_gr,STG_gri,STSL_cEx,STSL_cIn,STSL_r,STSU_c,STSU_cEx,STSU_ci,STSU_r,STSU_rEx,STSU_ri,TP_cEx,TP_cIn,TP_dr,TP_lr,TP_mr,TP_vr,V1_cm,V1_dl,V1_mdi,V1_mvi,V1_rm,V1_vl,V2_d,V2_dm,V2_l,V2_v,V2_vm,VMO_i,VMO_l,VMO_m
sub-032217,ses-001,5.0,M,ohsu,Macaca mulatta,,0.13246337560014773,4304,1.6452659368515015,32492,0.916362296094497,0.1415934353544001,0.9281262493133545,1.7897565613190334,1.228705428978976,1.5224039110602166,1.3317615958600262,1.8524505117665166,1.3878905393459178,1.4744275325148768,1.7738783884048461,1.9670459365560895,1.3036788603434195,1.5445573189840889,1.88988114138867,1.8902348735288221,1.721724298535561,1.8785903145527016,1.5587831249943487,1.5037534460425377,2.0990652527127946,1.626915716781066,1.4263114681975408,1.8528985204082904,1.547203853323653,1.6664873243452192,1.8735832016761989,1.5730073928833008,1.664146448819692,1.6779832575945246,1.5938836877996272,1.9231772373800409,2.0195645190948666,1.9428765910012382,1.5449306701428325,1.5554501187801362,1.4429778562733,1.501936596015404,1.8484329763239464,2.0938822639303125,1.7994944554308185,2.3883953186181874,2.4029236528608533,1.9775562436893732,2.548453743641193,1.956047190130774,2.1670413678291283,1.941895719395568,1.5376225792444669,2.074287525764326,1.6476518883424647,1.5269560357120548,1.3560250588554017,2.0499884750269635,2.1014481983112017,2.2498978919299075,2.2514948346491517,2.2682272252337685,2.56410651177353,2.1695207754770913,2.0499586032837938,2.0264501201139913,2.307156632799621,1.45906045684155,1.4927328956127166,1.598555606575639,1.741985590159081,2.0422380045643003,2.1268247473435324,1.998994681570265,1.508852580079326,2.3046149308719333,1.9977085771185628,1.4179631914519057,1.34577099411541,1.4192502721101277,1.490964782350823,1.6542367850031172,1.9256153331428278,1.7316624177129645,1.7655764780938625,1.59619789936639,1.7301216002168327,1.409071965312416,1.4064240140734978,1.520022185821107,1.669531522621035,1.5439141225449893,1.4743717240435736,1.4610830344985017,1.4517016540090721,1.479072852477581,1.607326389761532,1.9718647933006286,1.8540115575680787,1.7045648255438175,1.7215957633380232,1.6812050106269973,1.5675387050532088,1.8216309505596495,1.705655412240462,1.857254254390519,2.2485091610157744,1.850111346440581,2.2892034229110267,1.840541973346617,2.6323370789036606,2.492801473690913,2.780314646269146,2.5915789847471276,1.4632707290509914,1.4890406344764422,1.4694736328800169,1.5411874167055473,1.3434045696686843,1.5290812264288092,1.1041546281933563,1.423150144896265,1.313687122133043,1.5058836673499905,1.3743655156032206,1.5937814750368633,1.559459644379002,1.4295904646251376
sub-032217,ses-002,5.0,M,ohsu,Macaca mulatta,,0.13246337560014773,4304,1.5530925989151,32492,0.7675647236903509,0.12308400032813088,0.8704884004592895,1.6093584497769673,1.1979595300029307,1.619039779414936,1.3154500267084908,1.8153116397235705,1.3462420400645998,1.567850993935173,1.7033916823069255,1.9222509073359626,1.2746581189907513,1.4865598560478281,1.7181653223139175,1.7502867230053605,1.9001804578061006,1.9182967173642125,1.500808862256415,1.4749910812824965,1.9689785433667046,1.6138450308487966,1.4881241856650873,1.7410687284894508,1.5686407165752876,1.7283917976929262,1.7892137071857714,1.717827727577903,1.5113855627656894,1.6777808042180617,1.696875481894522,1.9708013289595303,1.923722434875577,2.037690269947052,1.3101513336376591,1.3789938217401505,1.3597982946349068,1.3926809424249997,1.7578997687164661,1.9693854379514095,1.6373699976050335,2.260987662826356,2.344793755919845,1.7392493263639586,2.432793149581322,1.7958170637335793,1.9675942763898044,1.68807086328797,1.4482844866239108,1.8991680043499644,1.5447111049119164,1.4172280425223234,1.1434124850846352,2.0503454691247094,1.7540198405849114,1.9040710196014523,2.2902441029918603,2.0357007317501923,2.3296911627609536,1.7704541796293014,2.1114518986534825,1.9731904147444546,2.1817889399484756,1.3272370398044586,1.4605824952655369,1.456119118721832,1.680828437655758,1.84027679417077,1.9878461908121579,1.8710414672654772,1.3585039347778132,2.078109912456028,1.8879446809211473,1.3836442890801006,1.335522192190444,1.3770906866801842,1.472360155747892,1.56673511720839,2.07348378075928,1.6367257569965563,1.7566010188311338,1.736973542009475,1.7020458394083484,1.186561975289475,1.1542884191734128,1.4850547127217555,1.55054337784882,1.450420766156547,1.41849000113351,1.3856105688398919,1.4098177695848855,1.3973003869072649,1.5850141160628375,1.9922117185592652,1.873064028120589,1.6305947090094943,1.611133301258087,1.6128989432539258,1.5095930869066263,1.711722679305495,1.6544954869080875,1.6623556504686514,2.0577532636358384,1.79052972409033,1.9530113339424133,1.9041950731742672,2.5875467387112705,2.325989857698098,2.774852802878932,2.4316868733386605,1.3168873149663844,1.4728118749623447,1.3551541629090773,1.3626260518251945,1.327718401026583,1.4838219081735335,1.0127883878167114,1.278504822971457,1.2073938496907552,1.3500127273334106,1.26482643620134,1.4142232821101235,1.4766000408937436,1.2885541877160405
sub-032217,ses-003,5.0,M,ohsu,Macaca mulatta,,0.13246337560014773,4304,1.571555495262146,32492,0.7930481965343158,0.13844183662481474,0.8346778011322021,1.74441297352314,1.36790247407614,1.7249642379429875,1.5121160289820503,1.7538224256556967,1.3242155690987905,1.427162034624427,1.701109627087911,1.890407571125598,1.3161166117741512,1.5243235435079319,1.7190939882968335,1.7258664711084544,1.7747304877456354,1.909766386295187,1.5541486386899594,1.549455254804343,2.0193476251193454,1.6261274659862885,1.4764878140254454,1.7274015973700154,1.5394239051116478,1.6409032344818115,1.7431064378725338,1.5814441951838407,1.721060616369466,1.6347676107547426,1.6615511097691276,1.8874987510785664,1.964897823888202,1.8883191568510873,1.3906699833948968,1.5427817344665526,1.3755658349376514,1.5341966839259482,1.6851396819131563,1.93683517049135,1.6560668500869171,2.226239101007699,2.2945504775753727,1.7876799184866625,2.3620043305250316,1.9180897925900924,1.9424246397063631,1.8327744472895238,1.5419566172819872,1.9462263315189174,1.6969889938831328,1.5268496414211308,1.416822020994856,2.1076845594599276,1.981389251601605,2.3505783737167834,2.2394676203357764,2.113694412441089,2.3324634603091647,1.8253532571670337,2.1121014184558513,2.0412919005832157,2.187476527800254,1.339666783651139,1.4811557063791487,1.4966115492610303,1.6197615917112262,1.7746404874043202,1.8867281704652505,1.91049996065715,1.3752362551512542,2.051932041607206,1.8924356544955392,1.412160474137415,1.3333119728819656,1.3638650639617054,1.4706072733981377,1.5442807319618406,2.013974949961803,1.7791526380338167,1.7269149795174599,1.7122512435637458,1.6757864883576317,1.3656160646880215,1.1813177893746574,1.5927870113756404,1.5489813114336024,1.5413685187089199,1.4406260132789612,1.4710751975883776,1.4345370614863782,1.4081621620567348,1.5219419815961053,1.7514256779352824,1.798058875675859,1.7285733908977148,1.655842857936333,1.626532501408032,1.4904413248416242,1.6307258856923956,1.6869186138865924,1.7302132863922424,2.09635399250274,1.731527667940537,2.529734492301941,1.9300652131801699,2.4488646947976314,2.21043263337551,2.7805441931674353,2.3571790554085554,1.3070876840898331,1.4366458683079462,1.3112971685628976,1.3672720647685699,1.2463021877996936,1.4179840955545906,1.0241924239603502,1.2714147490086192,1.287301364077462,1.3405190377158391,1.245655712602761,1.5118169500714256,1.4848456660119613,1.3612495549023151
sub-032217,ses-004,5.0,M,ohsu,Macaca mulatta,,0.13246337560014773,4304,1.6533809900283813,32492,0.8552504712343216,0.13682113404859575,0.9013807430267334,1.7244332949320476,1.1357499337663837,1.5711717842792978,1.3206509036176346,1.7524313346199367,1.427447369142815,1.4247128473231072,1.864441866874695,1.8255576267838478,1.3100263276925455,1.5650648745248943,1.8745590024806082,1.9055835786485547,1.7807644192053347,1.7844222342145855,1.5229279435711143,1.468051197938621,2.083264711357298,1.641425260557578,1.376303694126281,1.8284928769168287,1.5988222811673138,1.6431521284687627,1.7445557746168685,1.6285851673646408,1.7082287045835538,1.6543163913208365,1.663531142653841,1.9552324961309564,2.062814000040986,1.9154390794890268,1.6409435219527608,1.5781395846605302,1.4375299617556707,1.5630797787840143,1.8654864471306842,2.1116175176111485,1.8210435544667036,2.4154699228170378,2.4302814368848447,2.006550729876817,2.603709422625028,1.9621389335332877,2.200982592682138,1.786052340308562,1.4643204954954294,2.0170234034701093,1.6305900948889116,1.519286063786979,1.316285065989545,2.070734165891816,1.9637487486346077,2.132509481306224,2.2800180747591217,2.2494287768314623,2.518079385994384,2.1341625409248546,2.1096363940189793,2.032800299895776,2.3016710521977974,1.4650518745183945,1.6047237175040774,1.6105811989083536,1.7563594314967579,2.0374950039105153,2.101572697279883,1.9729796193894886,1.4717423202079019,2.1466777570663935,1.9967630927482347,1.4399823961378653,1.3620985923077278,1.4373726998665841,1.4955751501047272,1.6793037610394614,1.9320582405465547,1.757818781702142,1.7565353401005268,1.6045716091387534,1.5816812693387612,1.4009577902880581,1.328985857995694,1.6405020794055982,1.676570264456784,1.553598437990461,1.5339922300406865,1.5281228291249909,1.4436355843601456,1.4950650272560757,1.602197198306813,1.9776055065790812,1.9416432887658306,1.7459793928659186,1.7509472423586352,1.666972876233714,1.5510331910370774,1.7942476000702172,1.7140666029670022,1.8911808790913616,2.2175606184817376,1.8331790054298915,2.336132452768438,1.7937895902773229,2.6337437918691924,2.548182114576682,2.7860248465287056,2.531498743563282,1.4825946422333414,1.517622615668372,1.5609778840984918,1.5536521021559544,1.3239662010155753,1.5631540596829674,1.1099914935048065,1.4286677690885834,1.378703762822681,1.5033356326792209,1.369944905192394,1.5787770554862595,1.5977308670483013,1.4014320349357776
sub-032217,ses-005,5.0,M,ohsu,Macaca mulatta,,0.13246337560014773,4304,1.5684443712234497,32492,0.7802467106779416,0.14693815980041236,0.8022624416351318,1.7655528157949447,1.2736374829329697,1.6809051292283195,1.5571782261717553,1.759887817631597,1.3775558341432501,1.4828343419633674,1.7105521202087401,1.9621704071760178,1.2698581060537926,1.4675386607097591,1.7550873831231544,1.7094458787447577,1.8537122169319464,1.8840011173281177,1.5394769612653756,1.610692630521953,1.9466679245233536,1.6014615446329117,1.529297150671482,1.6798453342796553,1.5981023323697012,1.775696711497264,1.8235376983472746,1.633293535492637,1.6875803616210705,1.6979059516983543,1.6535429213986252,1.879194877735556,2.042331879915193,2.0297708000455583,1.372288567585181,1.5205500203371047,1.5103172283231114,1.43950432039834,1.7134965600165646,1.9488870324976633,1.6369697214468666,2.2500261299173774,2.3092167483435735,1.7782304666259072,2.3324935161150417,1.8442446906818872,1.9755938440137566,1.7523751850949219,1.5384083289366501,1.9417968276070385,1.6615642488002778,1.4373437901523625,1.0983181985372559,2.118971361389643,1.9052962221717107,2.0882427515678628,2.2553843336886374,2.0920390548377203,2.38417176874528,1.8667754647059318,2.1040879193040514,2.0104349835498914,2.2331917209362766,1.3410519619888448,1.3964157932334476,1.4925702821480835,1.6724553301483798,1.6666453344615426,1.8525116365464007,1.8915823433134291,1.3737451849896232,2.1398295514167303,1.9342886457282507,1.3953372794616072,1.3418520780105994,1.3500025325207095,1.4339055330595383,1.6294250247024356,2.0985794262807875,1.7017713797719856,1.7015995252877474,1.793418708564229,1.7313499902856762,1.3385419200428508,1.3148528459579796,1.5062595409387982,1.6240389134871398,1.549736536126964,1.4183935212237495,1.4257015608756591,1.3525125172482915,1.3798711399569559,1.5162469232783597,2.00142471631368,1.8746029316693886,1.6956755237759285,1.699017881524974,1.685154175758362,1.4393472855101155,1.5620504345810204,1.6128577385285887,1.686044698692413,2.144526370028232,1.7488719043144383,1.8967756015412949,1.861173318653572,2.536375060225978,2.3955491108772082,2.726370598140516,2.5249436582837785,1.307088702283007,1.4512128511450135,1.29310755339344,1.3882391275656198,1.3156727620227608,1.447058690421154,1.075269952388671,1.3017975123504462,1.236011067032814,1.3348636984299984,1.2958959781477604,1.4442515869259565,1.482910795672105,1.2951179065723095
sub-032217,ses-006,5.0,M,ohsu,Macaca mulatta,,0.13246337560014773,4304,1.5766812562942505,32492,0.7772238889336586,0.14575349866298207,0.8322190828323365,1.6313224668304125,1.2411186245142245,1.7431565626543395,1.4505301768483678,1.7537703835445901,1.2910107572873433,1.4651963594397144,1.7351872936884563,1.8657694817298935,1.2934824916032643,1.5059469932784681,1.7067382820109103,1.7253550910823225,1.9130278971730446,1.911801381357785,1.5560089585221843,1.5598898911848664,2.0611340538376854,1.5716793975577905,1.54066388071938,1.7234483213707952,1.5901584721900321,1.7081826893058982,1.7302168975137684,1.733266171542081,1.7083620988685666,1.6941722439439504,1.8042657140529517,1.9152832292530635,1.972771173299745,1.9698682955333164,1.383647170843999,1.5495943927764892,1.486096811075152,1.5022586895327263,1.6720747527031772,1.9800180081398255,1.6580295354127883,2.207184778284331,2.2976266035327204,1.7917306676055447,2.4042479533415575,1.8692259286043993,2.0129520463717494,1.7946921740936128,1.5456657849825346,1.9081364622930201,1.6678854286670686,1.518493268534402,1.17829442238237,2.2420056198216693,1.7171298691448365,2.057310922259046,2.1899420356956023,2.1333870199219933,2.3459530024795057,1.8835556837228629,2.1084285077360487,2.023201382643468,2.250765090688653,1.3853141066241772,1.4647751443915897,1.4795532899563302,1.6102676282786543,1.817326407732926,1.9447947877352354,1.9536772909618558,1.3402013605759469,2.1275526237866234,1.9271675361676162,1.4194925064527535,1.3519288018758118,1.3955774751273136,1.4576450826993876,1.6016974676223028,2.020813384017006,1.7285695364600733,1.8091699723154306,1.7559694789048563,1.6935105268982635,1.3233328708870844,1.2752899554861845,1.6148834563167402,1.6189851224110388,1.5440258918976297,1.4707263793264116,1.4197709602592266,1.4087339040026607,1.3855918685728092,1.4881447273142197,1.940135227839152,1.8269093132567131,1.68899534052273,1.6827067683482992,1.6399489300591605,1.454291167641491,1.5551256150530095,1.6571487678020491,1.677751712352631,1.97704120392495,1.7740682475378087,2.1199990055140328,1.8955927505725767,2.611017349994544,2.312729850793496,2.7905948664012707,2.430021950176784,1.333368425515104,1.4569144664761127,1.3033039850471293,1.420588087751136,1.3023964769825964,1.4976686084775797,1.064313445510811,1.2737926397535762,1.282087811893887,1.3626270353706573,1.2825685397451148,1.461624199976456,1.4589872847099115,1.3656702706750654
sub-032217,ses-007,5.0,M,ohsu,Macaca mulatta,,0.13246337560014773,4304,1.6570112705230713,32492,0.6507349065939585,0.12925571830649124,0.7895002393722534,1.6597375308473905,1.108537441375209,1.619991688704004,1.3396082399717344,1.7391697852507881,1.4431813970760063,1.3725313339713057,1.8346021366119385,1.9545072239069712,1.319014320235986,1.526265334286448,1.9002036399029671,1.9103864649562683,1.7207313897658367,1.7739162147045135,1.5207791490319333,1.57170270383358,2.1323586865549995,1.6674108049617364,1.4232587103139271,1.8798439697463913,1.5043798677019171,1.656599683804555,1.7968205466662368,1.5713591228831898,1.7274898272434265,1.6155254664837113,1.7914816556554851,1.8738354918074935,2.0220630820407424,1.9234549488340105,1.657731500778409,1.6611672168970109,1.532452075759326,1.5849147019127907,1.7983632048146914,2.075964941656834,1.867383000643357,2.3993725109479787,2.4142966813511317,2.0145552098149,2.38621043241941,2.0096662524617166,2.2207905734884794,2.0394921587002988,1.488391584616441,2.0448957499934406,1.652912868121091,1.5214128995610174,1.3444984301607659,2.1370791317541387,1.9527116597608756,2.2469266787055853,2.226404675121965,2.2830806014866663,2.5528756594805984,2.1542782814074783,2.09292781475893,1.984796083456761,2.322224530605001,1.4584152008941833,1.596184565756056,1.6202845692354748,1.751446295174331,1.9462627097377627,2.0999616189081163,2.010785220161317,1.4524442340120858,2.232369531714727,1.9863352554567744,1.4363815808598,1.357033202220957,1.4430395394424629,1.4958312048897007,1.6265982247534252,1.975252342028696,1.7831462897752461,1.7590607348829508,1.6203950802025768,1.6736966138598564,1.4456063746051355,1.3662803328904822,1.5814410604578157,1.65714365961664,1.5696442212377275,1.5026534702096666,1.5056078641463873,1.476295031457541,1.493782179610785,1.5742085134281831,1.993522171974182,1.8857507568666305,1.8190278753919422,1.7590827896677215,1.6722761990768569,1.5191138401816162,1.647202585872851,1.7279969754845206,1.8588636111453234,2.1771635857034237,1.7994534871445373,2.405289113521576,1.8876308871478569,2.574705644087358,2.4447420560396633,2.7941560619755794,2.5823556890293045,1.47576967357321,1.469165234528866,1.54982150888021,1.537724483556189,1.294066594478613,1.5624685519462835,1.1356216219550404,1.4511403057534815,1.391312017308341,1.5195054363749276,1.4175734716683186,1.564057691702767,1.5913920868741405,1.513905727902785
sub-032217,ses-008,5.0,M,ohsu,Macaca mulatta,,0.13246337560014773,4304,1.6642094850540161,32492,0.8641536483665307,0.13382473326565927,0.9554217119216919,1.8209349850813548,1.0533771222712947,1.5340326191211233,1.3370802749216166,1.7180330525273861,1.3701975948280758,1.3581657885799747,1.8058593591054282,2.00184735371953,1.3189797124037377,1.5504228810560867,1.876382324543405,1.901644200798055,1.7458489281790597,1.8059180224763935,1.4825880807123066,1.5173874972388148,2.1141346238908314,1.6502061618062167,1.4071432219987565,1.8381876142898408,1.5933163456014685,1.7357875892707892,1.930353863598549,1.6490028749812733,1.6645270190166153,1.7650110713587512,1.7301132570613513,2.0123774711399864,2.0387091622796167,1.9503490379878452,1.5763849909134333,1.5258858180046082,1.433761816083288,1.5075037679061514,1.8547086293718456,2.0977006273185754,1.8116177775289701,2.483494523033223,2.44550798424968,2.086918835688119,2.545767664909363,1.998578987023936,2.240645965128713,1.9657030287167885,1.5500116742574253,2.071814166336525,1.6492701225421007,1.4626078984447728,1.3034257467915402,2.06512435629398,2.0660962689923874,2.2179794115151545,2.288292333483696,2.2769548954634833,2.577982493068861,2.1462835690914055,2.1515080701444567,2.0583778474781966,2.3117654312641247,1.4380323710910818,1.6435498644245996,1.6143219031638383,1.7647875073170467,1.9890786653428565,2.0370513337557434,2.0325222384361994,1.459596582768876,2.2047892515621488,1.9940248339363698,1.42428093371512,1.3869266614455322,1.447118964017272,1.5032908517855574,1.6269241216636838,2.015979528427124,1.8163535331424914,1.7746159275993705,1.6659600817399218,1.723154599639191,1.398899477652528,1.3323236323109855,1.6132645598669957,1.6369617453420349,1.5484140197537384,1.509935690675463,1.4996532222865957,1.44502287408913,1.4994384807886487,1.657510018348694,2.0918182293574015,1.9656376585193065,1.7288030835817445,1.7580883083672358,1.6631865859031678,1.4915540940147916,1.775006942581712,1.7156256987189604,1.8623187043277392,2.2509918187526945,1.8673676011149833,2.258696566609775,1.8214785529346,2.6741755369937783,2.5550845708602514,2.779012366345054,2.6293430620310256,1.509739268333354,1.565377994501304,1.530498610977578,1.5391075081008116,1.35601228814639,1.5802818803199223,1.152814966562296,1.4418207042045512,1.4129409906599257,1.512807699727242,1.4429964072304993,1.57088626850219,1.6003195026723465,1.3573156360857535
sub-032218,ses-001,5.0,M,ohsu,Macaca mulatta,,0.13246337560014773,4304,1.6207045316696167,32492,0.6568513799707095,0.1174009034508153,0.8493011674880981,1.6275439113378525,0.9305038855356329,1.1338515306005672,0.8035858653339685,1.8542385376018027,1.1559280598605122,1.065990535641563,1.871826966603597,1.9887200395266216,1.6314938600246722,1.491342060027584,1.8936863260066255,1.7096908400798667,1.8276792205109889,1.7717722140509506,1.4984675145443576,1.3610275806859136,1.9321654857624144,1.7275623518687029,1.3251834647221998,1.9944779560117438,1.6030480225343962,1.5271341677184578,1.9642619996854704,1.8007101568308743,1.6558552657374899,1.6805306024999427,1.803269158710133,1.9629808762302137,2.2933026593784955,2.289591930593763,1.4958830360549589,1.4024510276317597,1.6815520700501518,1.5825968587339805,1.9261475772456784,1.907888946645071,1.8278259283822516,2.36224156033139,2.4592897357764065,1.6454862879984307,2.6286102258242092,1.8922520637919065,2.0174405173667798,1.5943216559113256,1.492424239562108,2.0306792128376845,1.4930636521647958,1.6349613688816533,1.2269643446866503,1.8611657981631122,1.4405429581080684,2.3094256802122723,2.3531844030166496,1.9727885602363224,2.607515992585176,2.4736967398570133,2.2867772155201314,2.010398851455869,2.3488773009099,1.462442252230137,1.4553088794814215,1.571237283973067,1.7575607494697258,1.261793910518406,2.027217110649484,1.760430980296362,1.2997439993016513,1.872808747821384,1.6919663555166695,1.5730999374691443,1.3692624150371677,1.5664952934066392,1.516328298331059,1.7418156493277777,2.087824825380669,1.6331115653640345,1.3385704718530178,1.8931644638149725,1.8189732254236595,1.6896502555093982,1.383571926956228,1.4363038849564238,1.634407544323287,1.545206945769641,1.2628043591976166,1.648954806074632,1.5319803670706997,1.5629440019760643,1.9221003826926737,2.26107838789622,2.0963913777778886,1.753462938767559,1.66350957114121,1.556689734544073,1.7137453546000936,1.9409200204046149,1.6382528659871933,1.7538882023784743,2.0163303283934897,1.762822704580872,2.2086507397539474,1.5620930020402117,2.0898249474438755,2.4556693816796327,2.05240293553001,2.477036624538655,1.375360295652075,1.36712265649612,1.3917073740368395,1.4623921402364388,1.2468958746887253,1.5521530359696332,1.1665524439660753,1.3451690111877554,1.3194233429431916,1.4344131314631952,1.4024164980561862,1.5912648880022182,1.6468296647071838,1.2821241989238372
sub-032218,ses-002,5.0,M,ohsu,Macaca mulatta,,0.13246337560014773,4304,1.5558371543884277,32492,0.6939329004784425,0.11452839353628326,0.7736109132766724,1.5488789642850558,1.1881889998912811,1.5203179145345882,1.0883344711821064,1.9697477485822594,1.160960015433806,1.3133506482169472,1.742708617846171,2.070718294098264,1.5110916745204193,1.3898553918308927,1.7219401831322527,1.5397429050437967,1.8883382909151973,1.6293194458402436,1.5383879991225253,1.381470026448369,1.8765465744904108,1.7434684720176916,1.387692278759046,1.9585625918784944,1.6884714421388265,1.71656739926553,1.974378184096454,1.833421488241716,1.64349676998517,1.7092815397569798,1.8563405907515325,1.9716422933421722,2.1504993154559027,2.2371338656970434,1.2306089332090557,1.333082892894745,1.6024954560344205,1.567870874710271,1.7911915660431954,1.8556991396062186,1.678228954128597,2.1706484104024955,2.3129739077002913,1.6291407009567878,2.5368704153941226,1.7642846994432573,1.8915615562014105,1.4529863469648046,1.5762271926953242,1.960270873657087,1.496838845575557,1.6389510709548665,1.0779242461666148,2.1158338589004324,1.5925938981862469,2.1107936880385227,2.3503420604714034,1.9641667812548835,2.4199146432165772,2.3180949651277984,2.2068469948375347,1.9169055863812163,2.2379884741721896,1.4065964386818257,1.380231964190801,1.4092138881134875,1.6469871827302252,1.0474394062372643,1.833272721435203,1.7238897473093062,1.1758013194725838,1.6484031085930173,1.740975651178467,1.4979949400394779,1.304836506271865,1.5380027610258218,1.4563317535803522,1.722152156489236,2.1401601541237754,1.698856224511799,1.1665439084172249,1.9056744851128904,1.8152037756196384,1.590591409328309,1.4053381128773856,1.3868508164110132,1.5780681649427764,1.5565058313766305,1.2565643067870822,1.5437383827558309,1.4336612074968804,1.533896435463309,1.7210827287505654,1.922601696650187,2.0224938906472305,1.5284881529942997,1.56177444848521,1.547141426375934,1.5247482838509958,1.6910257945980942,1.5477962710640647,1.7591660355191783,1.9173347265162366,1.694535579499611,2.0330815139938805,1.373176973040511,2.015619509147875,2.1234151552885008,2.199658193086323,2.1800022246886273,1.2632742218197661,1.3786294142814846,1.244326960513022,1.3983672212106286,1.1757430905353523,1.465316450664763,1.0499932854757186,1.2567126560261694,1.1781091242366366,1.3517934952188344,1.32273561081716,1.517019567711283,1.644470464475084,1.2771440197201753
