subject_id,session_id,age,sex,site,breed,weight (kg),global_invalid_ratio,global_invalid_vertices,global_mean_curvature,global_total_vertices,CG_RSc,CG_RSr,CG_Rsi,CG_dc,CG_dr,CG_idc,CG_idr,CG_ir,CG_ivc,CG_ivr,CG_vc,CG_vr,FPOc,FPOci,FPOr,FPOri,FP_d,FP_m,FP_v,IFG_cd,IFG_cv,IFG_iv,IFG_rd,IFG_rv,INS_c,INS_ci,INS_dr,INS_ri,INS_v,INS_vr,IPL_gc,IPL_gci,IPL_gr,IPL_gri,IPL_sc,IPL_sci,IPL_sr,IPL_sri,ITG_gdc,ITG_gr,ITG_gvc,M1_d,M1_i,M1_m,M1_v,OrG_ci,OrG_cl,OrG_cm,OrG_ri,OrG_rl,OrG_rm,PHG_cl,PHG_cm,PHG_li,PHG_mi,PHG_r,PM_cd,PM_cm,PM_cv,PM_i,PM_rd,PM_rm,PM_rv,PoCG_d,PoCG_dm,PoCG_i,PoCG_v,PrCu_dc,PrCu_di,PrCu_dr,PrCu_vc,PrCu_vi,PrCu_vr,PrL_STS,PrL_d,PrL_i,PrL_v,SFG_c,SFG_ci,SFG_cm,SFG_r,SFG_ri,SFG_rm,SFL_i,SFL_r,SPL_cd,SPL_cv,SPL_iv,SPL_m,SPL_rd,SPL_rv,STG_gc,STG_gci,STG_gr,STG_gri,STSL_cEx,STSL_cIn,STSL_r,STSU_c,STSU_cEx,STSU_ci,STSU_r,STSU_rEx,STSU_ri,TP_cEx,TP_cIn,TP_dr,TP_lr,TP_mr,TP_vr,V1_cm,V1_dl,V1_mdi,V1_mvi,V1_rm,V1_vl,V2_d,V2_dm,V2_l,V2_v,V2_vm,VMO_i,VMO_l,VMO_m
sub-032217,ses-001,5.0,M,ohsu,Macaca mulatta,,0.13249415240674628,4305,0.019179213792085648,32492,-0.05140564440248104,0.14644051068416325,-0.05459759863330411,0.01403188863348097,-0.10526712204092274,0.008678021519249044,-0.06858154823001111,-0.011811989199486561,0.21198688631171964,0.1420302484946942,0.07817434017105322,-0.028184100104671744,-0.08553893072509149,-0.032354780183064244,0.03722017236857381,0.018007969745499907,0.13760789749729965,0.182115800313365,-0.03156999452345956,-0.010060080376040953,-0.014465422421962786,-0.03148469517831332,-0.029060073438474426,-0.017809005004071912,-0.03901420306966143,0.008561641088934667,-0.0005933545767116353,-0.015823597058948105,-0.04971689695484815,0.02483425145202753,0.21718030348420142,0.11032306586235387,0.1647644414423177,0.16306288382555875,0.026541574122308266,0.024908863790268597,-0.0083371594273451,-0.008040305461932337,0.08943190845665269,0.062318370505387806,0.007867112191374467,0.048036682354554966,0.05154336194865742,-0.021617165470961482,0.057999028392681264,0.0009526724525613292,0.02151663378441794,0.0382491384972153,0.07904067698030343,0.10761578419922496,0.08905760607999078,0.03260482794966949,0.06997360894456506,0.029549537606002832,0.046467247939290246,0.07913720659166575,0.02463214781590725,0.017812397948715298,0.0936358881282389,-0.02716302948439469,0.04554842418871718,0.06363278284070789,0.04895568841382848,0.013536566594081331,0.04963130897525755,0.017081377035362305,0.03609931885285453,0.02997856519619485,0.036208852521523165,0.03987636754991547,-0.02770300693344325,0.00511648941828271,0.020348968664168996,-0.02742482748585819,-0.013395152400630586,0.03184082644701418,0.020100597520608585,0.0020863892115605405,0.08810957182718189,0.033682570610397373,0.02082251153727312,0.005793679610287197,0.07235994872272662,0.045128591956320005,-0.06956130813207777,0.00027080823057070835,0.04872596065167251,-0.04817392311332857,-0.06517705423004158,-0.0039062106438961315,0.012443265463315778,0.07453286999962398,0.020725016258398277,0.16320897146395527,0.13817049928764527,0.012884510950737409,-0.04943767237956777,-0.021973371916264604,-0.010514877328771079,0.01799035585460589,-0.034045823083714045,-0.03600513205966772,0.10805266286645616,-0.026584463707229757,0.08795244867602985,0.11512921518850618,0.09263922328031376,0.18950655381195247,0.06054451378683249,0.20821830982194198,0.014909902452453262,0.019796320744826082,-0.020831501558001866,-0.013555392646091891,-0.0019281725782220652,0.021258949500047693,0.033473920038140044,0.06263623735518702,0.052052506955886084,0.0013253043302959202,0.05821278364528383,0.012782951505262949,0.0052781572606872326,0.061815098041721674
sub-032217,ses-002,5.0,M,ohsu,Macaca mulatta,,0.13249415240674628,4305,0.020439617335796356,32492,-0.04711542937618036,0.11339378817062272,-0.047902986239805295,0.017698915356998034,-0.10382906611387928,0.007912856345249897,-0.06269825493735778,-0.017788430901418906,0.2398910957527646,0.23858559993669573,0.08331797864459652,-0.027927258503970077,-0.08256852156628693,-0.02928209489421275,0.036772335371979756,0.012876430915880636,0.11622062188624922,0.1687578237687166,-0.006311432198057638,-0.017405021008788466,-0.014298479256411055,-0.025510611008660186,-0.01680118109607322,-0.0069829747491680525,-0.03341785617402359,0.00991443116933432,-0.0012277367512361353,-0.004725866660507571,-0.039378883115515656,0.040633345630744264,0.23353064383069674,0.11445510173992564,0.17684550669330817,0.1764725733721409,0.0347054233178547,0.025025716582685063,-0.015286631818847074,-0.007583585977286463,0.08796612614224693,0.057239975093865074,0.005176234315751371,0.048829655651038945,0.0508996837537547,-0.026503340328733128,0.05799097894327488,0.012750998078857321,0.008946542121001875,0.050658249015520726,0.07072655909027874,0.09418275024617935,0.0915851389248726,0.03267630530556872,0.05309477569337221,0.03706883413026169,0.02978361986697564,0.06893452193867415,0.023476463762042214,0.019394537271464046,0.10153062479149033,-0.027938022507182074,0.050777537831619604,0.06401295324582768,0.0495275462836343,0.00755768873065816,0.05390792017910493,0.01707620174112886,0.03742559029352451,0.033799618987333295,0.034588374528394576,0.04678491507969206,-0.03798414631932974,0.009306466353391081,0.028323216545639036,-0.019637805255578875,-0.02392583994231714,0.033645200456349354,0.03402074522046668,0.012619917840944439,0.07794784397626196,0.037204837416725076,0.05494701745919883,0.006969751007474209,0.0630004175599543,0.04428351088803118,-0.06854731557508074,0.007242709496608062,0.05397862101482704,-0.04685899728505105,-0.06607826625515693,0.0007170992994136292,-0.01669842491017684,0.07507333266245529,0.019580096493074153,0.16603646322273383,0.14769763063176433,0.02018864133328882,-0.047551241605730744,-0.027165780560668287,-0.008772947212477676,0.013031205320330032,-0.04285329005123694,-0.03744890936463632,0.1129015618136951,-0.024207111951159998,0.088790472808548,0.05230843853886898,0.09854587254506585,0.16668712039245293,0.06379654672410753,0.18788200864483687,0.011820889899038024,0.01979851374843171,-0.017062227535750093,-0.017393643620760027,0.02537569226967014,0.026356648065591896,0.03409930320296527,0.06074801489215218,0.050548323165455905,0.0007617493391808784,0.06655624847425504,0.019095417200029868,0.018430047950840234,0.058714403303885804
sub-032217,ses-003,5.0,M,ohsu,Macaca mulatta,,0.13249415240674628,4305,0.019342051818966866,32492,-0.043608069283744465,0.07568606466866366,-0.04991828996214297,0.014513632534022264,-0.10888506706767515,0.003413047038767243,-0.07038497532873104,-0.011273335877306705,0.29037520521619603,0.10660522709917081,0.07754502208339736,-0.028300329057411217,-0.08346762320568452,-0.03478009395061565,0.04102992230172962,0.014460894446004778,0.118946597575915,0.17964598884035904,-0.031113858039182225,-0.014898269838533562,-0.015158704373286314,-0.029386408198311422,-0.024890239648072056,-0.01283759223160279,-0.035981844503062535,0.015050401682580967,0.004169680613612059,-0.012717372677565062,-0.030871326101913562,0.035259503649869635,0.22281836022933324,0.09588999281792591,0.1620427280700264,0.1649464074451114,0.029366108107712098,0.023871153482630487,-0.014257125999703182,-0.01098692067113264,0.0884843977968661,0.05879076135487478,0.009476728020577219,0.05046030565290993,0.05421277513473176,-0.019410268397768958,0.06465874047220185,0.007671249312365295,0.01193752267375998,0.04861950340231747,0.07298698206179087,0.09595712184865805,0.08412906251744263,0.028900194639909612,0.06632457834054181,0.034793744527143976,0.0349467085775359,0.04019681045366451,0.026083795034910227,0.01994936916033482,0.09615801522764462,-0.028721517639496597,0.0481124999475392,0.06356220359207485,0.04454555890321002,0.014185385278892975,0.05156485833360376,0.014534040324161553,0.03826899260162876,0.020606390819011722,0.034523997227244994,0.04381325484771183,-0.0197339850012213,0.015976907046174858,0.03416544922952406,-0.023051943815057888,-0.019186140690952688,0.031182307675445678,0.02559057214225375,0.0047624166524391385,0.08941990480836452,0.03853927288731807,0.020052755864836822,0.01166186439541151,0.07926424950773767,0.04167149109936033,-0.06981075196373063,0.008753289818555486,0.05850588304149492,-0.04499233952107127,-0.06132856470931609,-0.0027481314459074373,-0.016764944530739453,0.07452745951362132,0.029672398622844615,0.16387823890286066,0.14749817444870217,0.018022518202017706,-0.047432942097608365,-0.025995181017134973,-0.013077395556789757,0.01730393324444284,-0.04180314607144316,-0.03377411425369572,0.10668085132326399,-0.022574771775210528,0.06915160138724429,0.10574143727469008,0.09465094538724148,0.18756424426101148,0.052139893588092595,0.18641470367385243,0.013550985914860023,0.019851268794090323,-0.017361431304749663,-0.015014800946663317,0.018706996123161086,0.02091235976424693,0.032269651837830954,0.0617031077086159,0.04929854431897146,0.0022122788989484992,0.06136366758427186,0.011532720296166926,0.005345216341083869,0.06180372679784127
sub-032217,ses-004,5.0,M,ohsu,Macaca mulatta,,0.13249415240674628,4305,0.019541626796126366,32492,-0.02945285953151492,0.11410001754336575,-0.047437471855868864,0.012934635591475254,-0.10153792325553357,0.006016301391287228,-0.06342356891642946,-0.011261425547462959,0.20122378643357713,0.13405675080672078,0.08771705087029229,-0.03590846649913534,-0.08537259639910512,-0.03351812771415633,0.03914806021496727,0.014196139846033328,0.13526150405717394,0.1742881421644527,-0.02651153988814545,-0.03599668631090246,-0.013917997077769768,-0.014179662721849477,-0.02309600174722017,-0.014391813076751228,-0.038885723978076894,0.0034115556894519596,0.0009549060393878408,-0.011057696317155391,-0.03612150037774771,0.030612724384236907,0.21552450979749363,0.10407534506602031,0.1620447549264496,0.16671565595121743,0.03690104038548231,0.022046305486017242,-0.01144588537640897,-0.0069878458387843765,0.08619365512132512,0.061285308357325256,0.003249455083506572,0.04582469929160792,0.05740904925562367,-0.020741386369077696,0.05954728571260802,0.007958134784059104,0.017086190455264036,0.042873877490471515,0.06651922337408431,0.10521694010612723,0.0862903569625309,0.0373893117278137,0.06898245036086821,0.032359399665046924,0.038495395910331354,0.05166775052063167,0.024288204050620828,0.01862373653060367,0.09285143801065529,-0.03115345637966779,0.04778084890113041,0.06518725479415072,0.0414510422526253,0.011573013104889446,0.04782379879814959,0.013996903487726366,0.03964731894053617,0.031037574931230796,0.037646671719903074,0.03715377948928352,-0.03246892961068079,0.016579365811853465,0.030904472612294984,-0.02206493417816091,-0.01772980534498311,0.033639118495490825,0.025966258428938325,0.013134575720074811,0.08379905110621427,0.04373822909925716,0.04656627728808217,0.007449384097269086,0.06429201185845,0.040932951721495976,-0.06828516865153823,0.009286098264632111,0.05218909151559739,-0.04750716282770394,-0.06063977472791414,-0.00015078332648112405,-0.015655144536044822,0.07796079300946411,0.02662756678894059,0.17229681017596532,0.1523624318295207,0.018445362428327543,-0.04972939781204919,-0.02461523706594439,-0.012029340340825546,0.028207465074956417,-0.04092675034022519,-0.035132077228242777,0.1058512391788619,-0.022838305901690396,0.1489681862294674,0.1257041719083379,0.08890049708976508,0.20808427121955902,0.06234775504304303,0.20141711170700463,0.013663303138499665,0.017103722854077873,-0.013182754381214329,-0.01364315966645768,0.014068557814317345,0.022762640844080993,0.03514617204571511,0.05916502609446215,0.05546427331198842,-0.0009632293007560312,0.062091412511369265,0.011417435813676829,0.01900625617722165,0.06496131468393863
sub-032217,ses-005,5.0,M,ohsu,Macaca mulatta,,0.13249415240674628,4305,0.01992982067167759,32492,-0.04124710274000581,0.1590700590761729,-0.049283500601488506,0.026963299460476264,-0.10709011002315902,0.008788291294732627,-0.06345030693693035,-0.014302468051587662,0.20848255375665148,0.12132247194605159,0.09060492080415745,-0.028145896389144175,-0.08487136344248394,-0.03204272890736784,0.03225314689300073,0.016613853507979184,0.12756072177758648,0.16194256049930117,0.0027634627921016594,-0.02859181158661765,-0.009130078411454289,-0.023220917806961203,-0.012776954048234274,-0.009977251310392246,-0.029464039499456803,0.007976193828753905,-0.005485105897341713,-0.009253354496611124,-0.035467055637571146,0.04043076954159331,0.22096501514315606,0.11456050604142042,0.1758245898780819,0.17723199377845353,0.03132279488857856,0.02279836731500432,-0.011139815146966344,-0.00811445564137199,0.08221557671790414,0.06304125322167876,0.0036227408841042657,0.04681804677358621,0.049495272804820904,-0.019047973627845445,0.04568893868453437,0.01035617324143496,0.012403532962621975,0.046449776292761924,0.06386267981914621,0.09357676068119866,0.08558669803913088,0.040868386887937536,0.06023230419514027,0.040578437220525516,0.02679107008361825,0.06818599449656904,0.0220107108473548,0.017662031485377688,0.09926163520235705,-0.026122414468513204,0.04374169397274431,0.064401267737939,0.046734636769364624,0.011766789220199796,0.05250979282058457,0.01875752947568071,0.03769837780352527,0.01978162395909229,0.03620769965943467,0.041442837103788654,-0.015271284896880389,0.010280210567971335,0.026447394943234566,-0.021514162404820618,-0.02060220137094043,0.03444726775834908,0.033862396947817716,0.006628885443758549,0.07641239220077414,0.041005431001175596,0.058663336997397425,0.013628657292223201,0.05651337551503473,0.037119615977235995,-0.07359732825030711,0.00956031510473362,0.05769463951154359,-0.0442746601105832,-0.0598995026679511,-0.0011107885497219768,-0.015937947135846443,0.07691654246528391,0.024900728909091816,0.1709316865550262,0.1304851322141449,0.024252707750759852,-0.0473293080636961,-0.02014140101098194,-0.00819635393022831,0.016758779331003545,-0.03780258990936326,-0.03486812769892221,0.10720542360629354,-0.026057122184986233,0.13283346802222007,0.10877360544371896,0.10319206302397345,0.18854654133319854,0.05774310976266861,0.19154316745698452,0.013853283516788866,0.01810669386121667,-0.018124632698855725,-0.005814299107912028,0.007918521390481095,0.01932531870971092,0.03264510988135831,0.06271309373972705,0.05114684932230113,0.001468623149729888,0.06402424871970384,0.01671372458581356,0.023869203570075884,0.05703440817199806
sub-032217,ses-006,5.0,M,ohsu,Macaca mulatta,,0.13249415240674628,4305,0.018822001293301582,32492,-0.035253595820484825,0.08674200312557197,-0.05211475692493351,0.010051786279175159,-0.10922814719378948,-0.007357182236612452,-0.0743923394022406,-0.010726681005438037,0.19827729577885528,0.09683204461989718,0.07332360271462485,-0.01540581613873191,-0.08443144126591183,-0.03273806266760676,0.032723529653720045,0.011034610936879812,0.1211188526148261,0.18449923353126416,-0.014656782317232634,-0.015263630964468713,-0.010670109160109973,-0.027843934123963594,-0.017387038033316177,-0.013813858047155115,-0.031535133527279255,0.00877083624052813,0.0027216005659811485,-0.007708339667361643,-0.03535532873744766,0.037776021454641366,0.21149239850540955,0.10222176959278942,0.16518950859496656,0.16535193713611485,0.0301442364339575,0.02335102619488478,-0.01002056104660048,-0.006309885583947767,0.09082455749182586,0.06149672815805379,0.005869112594335959,0.04661162766981531,0.048294623308027335,-0.01999932823288772,0.04069268039467449,0.007619341502289231,0.01500422940790624,0.04343179662287834,0.069114047491103,0.09951521677723851,0.08469706131800195,0.03255919721323904,0.06608118780670648,0.03816147603505161,0.05459034653540584,0.05473132588714361,0.021224453639893462,0.021584167166827328,0.10146131628723204,-0.02625608123422093,0.04108043508378288,0.061396158681700716,0.04391026503684885,0.014111152584998428,0.053328473209446045,0.01475787255517553,0.036670580605890506,0.024463879666291176,0.03521071106198534,0.037053380672615474,-0.020085094573907555,0.009288624697673251,0.0323656913109148,-0.022888707589275397,-0.01910035446518054,0.03281846184861916,0.028382649648514478,-0.0013776500893556336,0.07223697240155133,0.04147277478723371,0.0339807205643255,0.00939056092950826,0.08061277845105075,0.040342388158090985,-0.06954909561017271,0.00654247768226178,0.055187736670942365,-0.04756285255870727,-0.06112634832072003,0.0031982343751695698,-0.014400711650086715,0.07322781162168016,0.02507545075689753,0.16240407073971733,0.1402606791500379,0.014431992982413063,-0.047251835581454564,-0.01783295861565817,-0.009340858289295456,0.021296092807162614,-0.038233078437581385,-0.0351675699704397,0.10477433257869312,-0.02525953378331088,0.10538303097145575,0.11455925749387683,0.08280445838739213,0.18194282525219024,0.060764383524656296,0.19648372631689365,0.011606064700152314,0.02403088670947605,-0.021700851952000375,-0.01236027266754293,0.0027879992208306053,0.025900296397624176,0.031864915484304424,0.06458861162365578,0.047520498295199526,0.003229908005174213,0.06714705634417621,0.010737919682426201,0.011668426469415637,0.057076456863591155
sub-032217,ses-007,5.0,M,ohsu,Macaca mulatta,,0.13249415240674628,4305,0.018887631595134735,32492,-0.05686913922858926,0.1283976810034549,-0.04642641496550488,0.014833505610326068,-0.10917561261129438,0.012168730562879208,-0.0706392423922403,-0.011513292200806272,0.18852128477016994,0.09791343238919606,0.06979825761855434,-0.01660636543423839,-0.08439565769440109,-0.03439593059477902,0.03946063996566772,0.02013160267114097,0.13176709244984927,0.16994788815231565,-0.018660750907177937,-0.04067812536871343,-0.01010323957155418,-0.02041227701444698,-0.018942486657234865,-0.013899991659141676,-0.04668271498378264,0.0194427115106293,-0.004797401888658584,-0.01581940890670929,-0.048599789107437966,0.042504362744368314,0.2184217651685079,0.11043044379847641,0.17132428812030226,0.1747932993263627,0.026984698481101077,0.023503571251947304,-0.016275036888007032,-0.0123499472263623,0.08866918368707301,0.05932627022318906,0.013670487024764047,0.048029706766700965,0.0533980984953109,-0.022763915971542398,0.05322870637131173,0.006172641296395842,0.019964658371501978,0.03785749821790627,0.06767860645034132,0.105621501462318,0.08206160428882059,0.029498111641057093,0.061669807068686536,0.03571124714348586,0.03679618563273834,0.06820456583052874,0.025678835348697946,0.02274254109016084,0.0959483674543835,-0.03421320127979145,0.04512342822504003,0.06441755648923171,0.04178048830342616,0.013021580310986174,0.0502278543460728,0.017081348410849073,0.0359992936727271,0.028031751251546666,0.03364277364503413,0.03592529317091515,-0.020499526921659707,0.016435520302516635,0.02763285026642086,-0.021724756436950744,-0.020474679334503625,0.03012664343783538,0.023020172241211456,0.016948649379766628,0.08319203468761228,0.0396132217106516,0.05000964148401669,0.0061327128190804955,0.07088756962532541,0.04312529779482597,-0.06626080512570956,0.0056668064131846895,0.05963367904385718,-0.04633227525744587,-0.06378102775146116,-0.006652227446241419,-0.016782948419120453,0.07381722327734025,0.021422396231274534,0.16626694117958593,0.14949085696323133,0.02301020888907717,-0.05017632731277282,-0.025283939677302913,-0.005782193741687816,0.01521345208204336,-0.04463615867555038,-0.032848247779173036,0.11284439329590117,-0.025240216591571236,0.11819077153323275,0.11894789451687801,0.09644878867364146,0.1880741051863879,0.05126821994781494,0.2002617963589728,0.013051029950489741,0.018471963483230266,-0.02121972716796757,-0.010462809577639813,-0.00920326387783551,0.025247402481493944,0.03616143575532465,0.06866833004311197,0.04941791436382947,0.0027345999309521187,0.0593844050898907,0.015655081531717553,0.0037723771860595466,0.06211212642925577
sub-032217,ses-008,5.0,M,ohsu,Macaca mulatta,,0.13249415240674628,4305,0.01797802560031414,32492,-0.03614790396979795,0.04863816278405709,-0.057237842222604196,0.005877471216855214,-0.10816856837082728,-0.004168450025619643,-0.06473518801794853,-0.01680959335723086,0.1189870750052197,0.10155475753339821,0.08674332365013757,-0.036656927334719355,-0.08658286839005334,-0.03200828625955901,0.037892854617956766,0.015005882242151002,0.11739595300621457,0.1630980602107369,-0.008356714893843195,-0.016722377322642416,-0.00703830328648505,-0.031954812592840214,-0.023703740092321946,-0.014262874589964185,-0.033232105808964074,0.001918260102617392,0.0026011400232233734,-0.014109286248438165,-0.029319489364582303,0.036574081247647286,0.22209518862267336,0.11632517248573196,0.16686789576973146,0.169415878663939,0.030622268455614256,0.02576387980589061,-0.009749347626005628,-0.003660012179119224,0.08871868840637825,0.06430678572347429,0.0065248630286763665,0.04459390606388007,0.05167169370206426,-0.02115891417255625,0.051610027280886,0.007685867478424797,0.016424755064961962,0.04661697167670354,0.06570019400311614,0.09537711539728694,0.08236366853755801,0.03567941964042088,0.06338123816679767,0.03780975207869184,0.036718010413096636,0.06558072592085228,0.0193431482144933,0.01995177407333302,0.09448674606115992,-0.02165254905178569,0.04442790547410137,0.0698718451729229,0.04662535155446015,0.010533020767871801,0.05134087050626077,0.016923317524277375,0.03690910345418095,0.035566741238082095,0.03616543133830419,0.03573198956002035,-0.021530866865068676,0.005511536737842276,0.024830319778689373,-0.02294723921188572,-0.01969651459543105,0.03351290059547623,0.03178734483112131,0.006799043766281839,0.07886266823500779,0.046746851374249325,0.03875010150268946,0.007446469297579859,0.07585454585205298,0.041010578673449344,-0.0692948054859479,0.008177457678114406,0.051135405260968464,-0.045173272842127035,-0.06098416044637013,0.0020737913892608724,-0.017139760507214455,0.07304473392893367,0.027414471020488742,0.16407492345586272,0.1553226862423394,0.02446680507102214,-0.047193863162686985,-0.026354570445457085,-0.014488941359638024,0.015079117956433873,-0.042442304135625754,-0.039306139966850784,0.1119844404714448,-0.024935900768290626,0.1005314067852768,0.12212730003747999,0.09789405387556671,0.16718445492442696,0.06754424071146382,0.20462775096000935,0.011932748454020602,0.018907500325990968,-0.01841516176769742,-0.01620974696461652,0.010375767617430321,0.022782602537629235,0.03199953507961685,0.06173829478718957,0.047636873172425605,0.0028871871954084245,0.06675064167620273,0.01391594339145827,0.01769512839900464,0.05426703433598901
sub-032218,ses-001,5.0,M,ohsu,Macaca mulatta,,0.13249415240674628,4305,0.02460346557199955,32492,-0.035989764163521336,0.23878865699873925,-0.04938110619389734,0.029911988748589212,-0.08744827184002098,-0.023445832096453685,-0.052491396007503174,0.010679448173435118,0.42783063598613497,0.33040349389480517,0.05124356706226919,-0.0171365679806455,-0.07171392384156193,-0.03096730909023435,0.04222602472471972,0.011795302116418101,0.12185844390963514,0.15432236847611,0.001980273139595642,-0.024026857447373033,-0.020932098167300548,-0.028819725145694974,-0.005169772502440383,0.0029000773430715187,-0.034574143805027595,0.011410438650256448,-0.014750393400793427,-0.010226770804629812,-0.032368153973001745,0.044610808217570325,0.1890404093079269,0.11104014238824472,0.1446406605820625,0.16617363556805584,0.017735487504029625,0.022644859086560446,-0.009328077896926142,-0.001894313205894808,0.11454387749789872,0.059806427774678934,0.01818098237857476,0.056584034592250955,0.03834719392050484,-0.020561918613578502,0.0564291708330374,0.01348500444425498,0.03532024415079456,0.037605613179371826,0.05041500653833677,0.09124745197992826,0.08583659225599452,-0.007844041621414482,0.06113982775268403,0.04618332000769755,0.052187475821369844,0.10595902047329582,0.029953271649745324,0.01649717907146994,0.08079418297313208,-0.01341117275504595,0.059229039211047406,0.054984413106436036,0.047898786540967055,-0.0007837278718334558,0.07278366915636025,0.024129171560445778,0.03715667052973588,-0.011137095765609827,0.05954863400883134,0.02537938066885042,-0.024760682458058,0.04097454005271036,0.014346356623885191,-0.024242978753599907,-0.012671858456378075,0.040750488784535834,0.02171636278221783,0.01440752232506211,0.03578577070578734,0.06411360950680473,-0.0023991871670792845,0.06123679538210561,0.07607054040747006,0.04031604352442977,-0.061097330944987295,0.008331500702054582,0.09197984176412426,-0.05248412228025058,-0.06457873969338834,-0.00829421104590213,-0.009850554204191076,0.07682420123721892,0.033768502845325406,0.18087357925343336,0.15708968300921466,0.0005698414322945428,-0.038344583339212694,-0.029368628526456875,0.009368181187159009,0.018355505378748915,-0.050173554230854345,-0.03968399910801002,0.1013193397649697,-0.031840471819089125,0.03757348622082535,0.017085145953077276,0.08311210518800899,0.20526879190001637,0.073229952611857,0.1912828313758258,0.008354144019746023,0.02168509348114484,-0.029657026386682144,-0.02579966927350871,0.0023220392257557853,0.041919528841675144,0.04991326797004136,0.07607793113727057,0.046131824826138645,0.01484138050849954,0.0645424138995035,0.005419596577970272,0.014138736422325365,0.04908702575706464
sub-032218,ses-002,5.0,M,ohsu,Macaca mulatta,,0.13249415240674628,4305,0.02287116087973118,32492,0.03977618905214163,0.1603416408836325,-0.012072582554537803,0.037628265647613936,-0.09491205677463144,-0.010805128340796506,-0.05706903786146237,0.007819147641734721,0.33412016831323654,0.14762888664238705,0.07367204428086743,-0.003058626280882039,-0.0775906290788963,-0.03563787161300501,0.05922085792514418,0.012316947010346092,0.11856960235858828,0.17345139537579737,-0.006407064263169703,-0.043724281390137607,-0.02299867397277639,-0.025591046861966157,-0.01031309686499874,0.02332839526706284,-0.038814853532367376,0.01050424749280514,-0.011517402166785061,-0.012136074632026143,-0.03784521126161837,0.05451492177837034,0.17525003495199296,0.10906790188649514,0.12458497907620114,0.1509731362780763,0.017772622919279536,0.02968666633282232,-0.019926437662284382,-0.0031370598250027516,0.10735562765769163,0.05911640202447003,0.019356926663898186,0.05454458642634563,0.04027857047163098,-0.023582827806854362,0.08023791106008901,0.0011274522852285631,0.01606272899939469,0.029581594910206538,0.05624129474555324,0.09013505013560769,0.0911614097286171,-0.009164148295579155,0.08556621920991134,0.06031970916345956,0.0551392376783042,0.09406989574059844,0.029401064308250985,0.016744660611513723,0.06762135707319504,-0.016357871523333806,0.05850947536787294,0.057236281286068016,0.039906263020918605,0.0007143187774609996,0.07358440071729114,0.025173749463326713,0.03573728109062701,-0.010632791693621715,0.05133694108126111,0.03734974235455256,-0.053609129316871985,0.034769968774026286,0.01475267988242349,-0.026791123269434208,-0.006041683555322532,0.03485339483571393,0.01921481241204714,0.01795413581465807,0.04959580490341408,0.06310106332256761,0.014163459178412378,0.056280754272292996,0.0742265904732251,0.04344888025373131,-0.05881943969569843,0.007899632383866803,0.09240003622361719,-0.05632936914355549,-0.06970055559855502,-0.004380487897260873,-0.015664059804026995,0.07454616094006582,0.036907117187123126,0.18227178499213245,0.15702282189730707,-0.0006437690773709125,-0.040407040321051774,-0.03216128049513614,0.00930943149169467,0.01947338555316387,-0.05122928446960739,-0.05141608153100846,0.10071315541863442,-0.0305744244021589,0.006683735078144254,0.07111738382543369,0.08901198095593013,0.18830656424397602,0.07144795171916485,0.1775361479535191,0.009904566976847886,0.01741478341974576,-0.028385638240983897,-0.023102790943338124,-0.010497256930087514,0.04145866851694578,0.050852207942594436,0.08176091961597634,0.05650173843392327,0.017236617798627268,0.0611351228297128,0.010667893389078623,0.012882007011110462,0.05368351784332079
