subject_id,session_id,age,sex,site,breed,weight (kg),global_invalid_ratio,global_invalid_vertices,global_mean_sulc,global_total_vertices,10_M132,11_M132,12_M132,13_M132,14_M132,1_M132,23_M132,24a_M132,24b_M132,24c_M132,24d_M132,25_M132,29_30_M132,2_M132,31_M132,32_M132,3_M132,44_M132,45A_M132,45B_M132,46d_M132,46v_M132,5_M132,7A_M132,7B_M132,7m_M132,7op_M132,8B_M132,8l_M132,8m_M132,8r_M132,9_46d_M132,9_46v_M132,9_M132,AIP_M132,Core_M132,DP_M132,Ento_M132,F1_M132,F2_M132,F3_M132,F4_M132,F5_M132,F6_M132,F7_M132,FST_M132,Gu_M132,IPa_M132,Ins_M132,LB_M132,LIP_M132,MB_M132,MIP_M132,MST_M132,MT_M132,OPAI_M132,Opro_M132,PBc_M132,PBr_M132,PGa_M132,PIP_M132,PO_M132,Peri_M132,Pi_M132,Pir_M132,ProM_M132,Pro_St_M132,S2_M132,STPc_M132,STPi_M132,STPr_M132,Sub_M132,TEMPORAL_POLE_M132,TEO_M132,TEOm_M132,TEa_m_a_M132,TEa_m_p_M132,TEad_M132,TEav_M132,TEpd_M132,TEpv_M132,TH_TF_M132,TPt_M132,V1_M132,V2_M132,V3A_M132,V3_M132,V4_M132,V4t_M132,V6A_M132,V6_M132,VIP_M132
sub-032217,ses-001,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,-0.3533915877342224,32492,9.249152014781902,-4.64724373887843,1.6638805939331878,-4.025018147083328,2.6302459931437983,5.121362419558045,-1.982518238482319,0.8863573035627019,0.5362091485167975,-4.282660638035714,-3.506808860376937,1.04931489973564,-2.5222474320960995,5.236650823630871,0.23688707846186816,1.6230652820862208,-2.2618694034448144,-6.228716057195938,6.824543257148898,2.474135549422705,2.6148127210736276,0.8902794770800915,3.606514205919283,7.465377005489216,7.002312900656361,-0.41567044931799174,-1.7639026659087755,2.0099514411176953,3.4245465988736776,-0.8288947627092329,-4.686756926157126,1.1563300494576845,0.862568410354502,6.002646811306477,-4.2748994179465605,-0.8874219285754057,4.771465233834865,6.973118765996053,0.8256021830872844,1.9249625196554003,-1.97991178586782,-3.2417166323214768,-1.9276823642345644,-1.0552582387129466,5.556520931146763,-7.961630575495995,6.425999949325104,-6.3600821671160785,-4.064559155204895,1.7419617575912478,-1.2458709738452407,-5.069723301630768,-5.197165523180144,-4.1607774686122285,-7.083852606574504,0.120988997080448,0.6987446358626974,6.530161620842086,5.171206993824344,-5.621727154049859,-3.928921074289061,-1.882493245601654,6.091900192458054,-2.7644018205564196,1.6405361692110698,4.977187702288995,-4.31933503518073,-2.1022850234754555,2.6768096056447437,2.9937787166462564,-0.5802272877670707,0.5901596784996718,7.618521412499517,3.6420014120406936,1.4308602524543899,2.6489458068357252,1.456303123365804,4.317226345198495,5.316250111467095,5.43697651336933,1.6098979313499653,3.766252468679553,-3.148584273341607,-0.8290730802655631,0.35516624425521925,-5.704382664301158,-1.1392533558810587,0.49782269830889825,0.49558958038687706,1.6064299869543992,0.6664290988940726,-10.586821063180988
sub-032217,ses-002,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,-0.3351234793663025,32492,9.876535003835505,-4.1235896461591945,1.8825854655683585,-4.592554702040027,3.4262771664164315,5.021341692856729,-1.7945103840961691,1.0241344135035486,0.27611064747569786,-3.6919941058724945,-3.782873731351806,1.3965495756009123,-2.521745282479308,4.833755915916157,0.5457249416278735,2.1659317594991685,-2.178470956930465,-5.8936795537098705,6.989222185952323,3.285747812252562,1.3034749707952142,0.3806513887949479,3.3011578722642017,7.4860443440121935,6.532989723197485,-0.43354196063578126,-1.393964472280736,2.1667375458031892,3.1352171209596453,-0.5422610272046017,-4.266541840872023,1.1905950199760182,0.7873527831891004,6.65942694619298,-4.392274215224043,-0.9978483640230619,4.734175136102283,6.574706939550547,1.0051615844932273,1.849341255928731,-1.9537306906141598,-3.7043382236361504,-2.771555155277161,-0.9564549150317907,5.786361895225666,-7.79850593739492,7.501020592086169,-6.202154677151602,-4.225824765471332,1.7309704333556895,-1.248156647009203,-4.793659443926552,-5.337147296842267,-4.279541992760547,-7.153487276089819,-0.7943032897416163,0.9696530524299157,6.574828339947595,4.950619665242858,-5.454557236533819,-3.772741428265969,-1.991664218902588,5.994055720581406,-3.0098940808235146,1.645279884338379,3.4232135008320084,-4.524121368661897,-1.6667645468184742,2.6066052619763442,3.132907210916713,-0.11938041878775471,0.13436718201319847,7.8812781718137455,3.27303298908665,1.3684015302291883,2.6032873833688295,2.216168101517682,4.306174494538989,5.44451089443699,5.068942275951649,1.5355194297440065,3.6307984278580854,-2.4280393586216613,-0.7868640702012796,0.5441321393042706,-5.502333188804819,-1.043585923817598,0.5963061833183583,0.6447747895916447,1.4621650146269645,-0.05713900800813273,-10.495128157433498
sub-032217,ses-003,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,-0.3674357235431671,32492,8.869310323874672,-4.634967951148044,1.6845568580224566,-3.566560030613533,2.680778032421698,4.891659825966255,-1.8684779837065193,1.1089347803271283,0.6374074486455462,-4.172323078901946,-3.51777428738129,1.3901837432896282,-2.355580629399893,5.110203403733466,0.22022110007462964,1.578476700697441,-2.4091233102247696,-6.5125862126834955,6.641498526748346,1.8680942003035321,2.5264450042247772,0.9710499397455118,3.4498605604986756,7.155240248466275,6.605126249588142,-0.23221176512241362,-1.7159666500439055,2.2685223191125052,3.227917161300069,-1.2281629751089977,-4.255360718453076,1.9607820695554707,1.03193176934386,6.1247357204556465,-4.033609003685744,-1.1872431279136202,4.304343202353819,7.024307271608939,0.943313203918995,2.063440340356185,-1.8752117764549971,-3.5143650972843172,-1.842627400475577,-0.7398069037000338,5.942834835361551,-8.044033285298962,6.156480831835343,-6.722629708580641,-4.139112150107772,1.566708760493448,-1.2390330106178238,-5.619220151849415,-5.6065543861465255,-4.48537863475419,-7.138023331436066,0.754051118454134,1.0407279347810818,6.325920718411605,5.2859448386450945,-5.549442861066268,-4.14855677921897,-1.792559313774109,6.429800724161082,-3.670669895967817,1.5500872333844502,5.318171944118973,-2.631534319236086,-2.2475538444999246,2.455211622137741,2.992522710657584,-0.3264417117905049,0.9510736631659361,7.37287538000148,3.627417939268248,1.2987637465783195,2.3536798600258866,1.111524741283528,4.965923577263242,5.3490446921317805,5.337831866349383,1.6191790097608016,3.7619784034301187,-3.0891601314292627,-0.8503434807333144,0.2576768826503495,-5.474196054998513,-1.3150315389099871,0.8655519444407992,0.2715822494220595,1.4077285799065102,-0.023028716421331547,-10.399853583132282
sub-032217,ses-004,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,-0.3072105348110199,32492,8.590105362526781,-4.74295525663481,1.193732965828166,-3.5413270420668757,2.687800102625732,5.081875227989987,-1.9180694638204028,0.9655225450793902,0.303484749339143,-3.9170483132374696,-3.596555765886856,1.192200113697169,-2.56836539064534,5.347493027844424,0.3194312295545974,1.3202592534168314,-2.1078403182864203,-5.687396930168859,7.333415634778081,3.6316661463593536,3.1946552096270024,1.1819504183072311,3.5335551619477092,7.446140817707385,7.053674602912644,-0.3280326911985874,-1.5290245761282195,2.1531442019343374,3.167986225656101,-0.9525354089764293,-4.440057689704501,1.880799411887854,1.7955633137155982,6.5001785804828005,-3.4584397182066358,-1.5607986665689029,5.121464559111907,6.949651424701397,1.0973254950147837,1.7019893081070712,-1.8096769355349884,-3.332238568784669,-1.794376747001235,-1.0233953836280854,5.889616379031429,-8.093721846861342,6.098152620755896,-6.6049507228068975,-4.193812234241331,1.8433601665376147,-1.1280641595534737,-5.595895025115576,-5.443901155416437,-4.358985626978287,-6.865683720870451,0.9748007538834248,0.9222099263106986,6.592659503221512,5.777672581753488,-5.60675772207819,-3.497717008495194,-2.3089766651391983,6.0717263303954025,-3.1632923971657165,1.8860799670219421,5.056099132276499,-3.9223441535290484,-2.008516877611165,2.6243599179588193,2.9548093257066994,0.20423287023154515,0.3915625505876788,7.750163297859027,3.867191372244078,1.7336579923536264,2.4434181302180136,1.7778747577484943,4.201023485830852,5.314451386851649,5.58730748234124,1.6944578754670847,3.64910760271215,-2.7432581008748804,-1.0542860701097272,0.4922391491920108,-5.434769853574203,-1.1719550166237722,0.7248705849499647,0.6339415204169792,1.460826654128216,0.3282278829589864,-10.475582902351123
sub-032217,ses-005,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,-0.3493391275405884,32492,8.961107971025752,-4.640375202096354,1.5483713186937624,-4.111009247491465,3.3261249357903444,4.9927235553719544,-1.8309477222970811,1.474587883873313,0.5229805741945038,-3.9808417423574745,-3.3079362058084567,1.6129386982419223,-2.4478539442220195,5.057699364111032,0.025959048690574783,1.6972411519721693,-2.2409388601027582,-6.065511060168418,7.174961693432866,2.808160584349677,1.9976832044124604,0.6572355530821742,3.4866329879621323,7.31848145891269,6.837842098737167,-0.5054458533957601,-1.4766768294577146,2.443311448437827,3.3691061587560744,-0.5839613601925292,-4.254418140686139,1.1730393717511438,1.2290061298100388,6.56946645801266,-4.163806932525033,-0.6549575050671895,4.638571323907894,6.949806144604316,1.1928943851756508,2.0865757259291624,-1.9121593622117432,-3.5275434949994087,-2.342326353241621,-1.1724686427911122,5.768901330453378,-7.863234122106634,6.74707332804647,-6.230327020217846,-4.146612512690277,2.0400639557817453,-1.2725773609830737,-4.848286120140034,-5.168769336097498,-4.715579626626888,-7.129941307079564,0.3927676307714798,0.7344065395430946,6.819449722766876,5.337750053759349,-5.280922869958918,-3.765587962778418,-2.1816226959228517,6.20867796327876,-3.278889530557927,2.041994313398997,3.988884059123249,-4.12137648757433,-2.1139288954220192,2.469627086827284,3.138609849017761,0.07633784861998662,0.5113005975713215,7.655251770568409,3.4012917656295314,1.4465609869244052,2.4171917015701774,1.7032731103658827,4.811974140575954,5.541473273308046,5.186706571229573,1.2202041772050927,3.566796256002979,-3.167717585280696,-0.9166036512514969,0.37347465389869305,-5.656905879376818,-1.291982672869374,0.5200698514901836,0.23642368194495522,1.5491103435014033,0.5910189905804275,-10.696983725837107
sub-032217,ses-006,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,-0.35776016116142273,32492,9.366501685195638,-4.505460361561437,1.4661234212150418,-4.2534244854331895,3.391755780067157,5.014726979312616,-1.6825212089193193,1.4740677738890928,0.33684490324146504,-4.085760539847201,-3.426039818168422,1.5261582761228294,-2.329212595200674,5.143352476852613,0.3202829661388551,1.398102405287015,-2.2225552649954836,-5.9783736501666285,7.006621983586525,2.681056264014739,2.3045207417607307,0.8040428980802878,3.295002365163184,7.396471998217448,6.890560489589885,-0.40477852879464626,-1.776206316634955,2.258612052457673,3.7690264781316123,-0.9378876313207231,-3.295084700442669,1.967704368728987,1.8553690086392796,6.143035425494115,-4.087737576739318,-1.0229112535428542,4.519974303051182,6.83098785006083,0.9645204790686831,2.215938826593069,-1.6636765067112342,-3.107540208697319,-1.9474997099427926,-0.9183308475464582,5.946415512650101,-7.920558006485547,6.434446958254795,-6.5910991088394475,-4.109268751982313,1.6035575677680087,-1.2931210458509965,-5.180713099757244,-5.35111569334317,-4.448442153530061,-7.019866214848259,-0.04279063034548678,0.714217127205766,6.374596605284347,5.24730658531189,-5.5521912823265565,-4.603643972133653,-1.9899779260158539,6.023299058278401,-2.831288034543092,1.7991079489390056,4.776221534889987,-4.044862932813533,-2.1802707569591666,2.666173042086637,2.943817640633231,-0.3630611052707074,0.4886135764105918,7.940941584196022,3.694119082774945,1.4861304351901696,2.3813808156949716,1.4483448920705295,4.321376101175944,5.5970178855362755,5.384238396636371,1.8749767519533633,3.5279449157625717,-3.2723616009300693,-0.8551248447265385,0.2141492678011686,-5.687925668438,-1.3339722978411166,0.7123383876391,0.6130533454896405,1.4983243564338753,0.17484449369473581,-10.747468913539072
sub-032217,ses-007,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,-0.3935886323451996,32492,8.259608806340726,-4.888951450116991,1.4589429392725637,-3.6786281274878148,1.8039531281424894,5.005729128218053,-2.0517213501127403,0.9846078985023732,0.24587474219447028,-3.9549104161961965,-3.6051025669485206,0.9760867793800605,-2.794308355078101,5.317168696316967,-0.028186686216823516,1.349666921053237,-2.189589323351077,-6.161538521055695,6.791729462390044,2.725359625060041,2.7029376240968706,0.9902580674355611,3.5193273401329384,7.5570640884263,7.261167376728381,-0.5762506929039956,-1.5533325709546395,2.0741617789438793,3.4682087026891253,-0.9397304672117971,-4.021256175891655,1.7069225286094236,1.8608301997842158,6.522598409404357,-3.9498126883125675,-1.07570013434459,5.000823149263211,6.89453050494194,0.9713946521115242,1.8618065214134347,-1.9278397622743044,-3.4280902560055257,-1.934321458144795,-1.0318907463053861,5.7750788033008575,-7.944906693294736,6.2936631316433145,-6.696100493659189,-4.134704391805601,1.770791022741004,-1.1709178971108414,-5.222255001943674,-5.136939043169247,-4.589012611635785,-6.994524751835914,0.47375043005343864,0.7688554564932817,6.672237728204992,5.414844353572797,-5.956936730066472,-3.8366517591105307,-2.3268277406692506,5.957251222654321,-3.242779498298963,1.6970913807551067,4.566407893203262,-4.245978641227759,-2.138031601522155,2.3157736443609527,2.9071594635573,-0.6023702123719785,-0.5833098005569546,7.473593337930364,3.613757371389402,2.5276933027540935,2.3580441640886836,1.8449791344402708,4.5929539124170935,5.053796809206727,5.339491176322617,1.5484817951057965,3.8005382953403153,-3.0001413045114185,-1.0509720304794643,0.32760495082753477,-5.531789563014465,-1.0852248809513367,0.465298526971754,0.8686837785292504,1.5453755699413392,0.5236613120751332,-10.432806414164855
sub-032217,ses-008,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,-0.3226243257522583,32492,8.680108447353561,-4.771084488376858,1.5415197798195308,-4.038814233725562,2.5506928730296132,5.087696442244858,-1.9327650728502783,0.9523711603354005,0.433712398086715,-4.065936602755107,-3.486516341099462,1.403325783288994,-2.705321196212687,5.330923658756351,0.1705011956228484,1.4386836093229551,-2.2703500631497513,-6.110067497081251,7.052028763050935,3.1014849570281102,2.6701161983013155,0.8361162381103405,3.523373070963932,7.281562983912906,6.812048025050406,-0.3980464430183172,-1.6812330690018373,2.3238929718307086,3.5678555943426633,-0.7716808118295051,-4.070392182142269,1.545914726148189,1.674037451910622,6.214097722123067,-3.928027167125086,-0.9443393852466192,4.702646652285171,6.595389526623946,1.0251503345746644,2.0127475877225027,-1.831387231893163,-3.4442505396902563,-1.904254110302867,-0.6433030281960964,5.623553834579609,-7.729991007436273,5.682969838076708,-6.423280445721758,-3.9601636863034,1.8484133280411432,-1.0994938130374827,-5.186724671162665,-5.504540825837312,-4.632554165020153,-6.834796630781875,0.6004172472113912,0.9861928584263184,6.890879343781206,5.3246768339205595,-5.547814130087983,-3.9976622628009695,-2.0300043016672134,6.334311548320726,-2.7548189508478815,1.9833242297172546,5.217538692184493,-4.365595293394744,-2.1863293741927157,2.5180320570006374,3.087177652305505,-0.2189229673868607,0.11611500437531246,7.776829328468378,3.606837637109046,2.432272106579511,2.6727956841147043,2.137449567277117,4.9118812538328624,5.475755745364774,5.502155599922969,1.6687483457848429,3.5184416431132877,-2.9455910093408635,-0.9711090140081434,0.47392524949357134,-5.678136691591827,-1.3099562458335954,0.7050312502895583,1.15502686044851,1.5293694702298577,0.37177626372593914,-10.481945927223462
sub-032218,ses-001,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,-0.41849565505981445,32492,8.252569202962635,-4.7221973148856575,1.4890194749714394,-4.084725042038104,2.6208826231045856,5.35086620369593,-1.987947610048127,1.217053391477641,0.6086408409519471,-2.2993047018160766,-3.892825409662699,1.1130071662401206,-1.416044694805433,5.312121766793259,1.648564717011346,0.6354216736848078,-2.5732391799076324,-5.956712038504134,6.6402793709112675,3.771671211100974,-0.13910888424515724,0.8943758693261025,3.677049163676319,6.247408375796891,5.127620960917261,-1.6886589161008596,-3.5417853793755003,2.4623279045096464,2.0599800353958493,-0.44180634118400625,-3.7806966714106682,1.555724891715906,1.399593948244172,7.511848484476407,-3.9010345016037467,-0.8096231225209358,5.4212371575767575,8.446823234741505,0.8491635174989866,2.571137358716845,-2.049729073291709,-3.1901611843705178,-2.3548864656377857,-0.5718767567475637,5.236065671399787,-7.453044377952997,6.465006512950878,-6.865474259956574,-4.585301465473752,2.3154712947120477,-2.7628391782214465,-5.0792080368036805,-5.018913214466475,-2.5927042119204997,-6.99933860945906,-0.5166005788143427,1.1552242305680958,6.489779372596079,5.577196949619358,-5.945293348141384,-4.216978168387092,-5.197968679666519,7.349955449159118,-3.63883158903781,0.9830914040406545,5.143528307732354,-4.67340823193405,-2.2297307046322135,3.8351692395342463,3.295155054772782,-0.2703895111316963,-0.12071301898307349,6.973156515642893,4.08417718063393,0.2355304233778536,2.464215710940884,-0.21960966039430066,5.337723098482404,5.335241848422635,5.753246718439563,0.9181652487470553,3.0554260783872316,-0.38056788664866004,-1.1327587192329205,0.7356446475310263,-5.353437283665167,-0.7500531015908595,0.13527649810730083,0.6386633124635663,1.8084161603711297,1.207213737165111,-10.931191168474347
sub-032218,ses-002,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,-0.3672216832637787,32492,8.366752473661652,-4.557975178393792,1.517372506401731,-4.139647442792707,2.1631595223199254,5.278742186552444,-1.9364519468875976,1.347085224647148,0.6439906178933122,-2.0698485111753486,-3.9126862658287394,1.2788414849995453,-1.3355533326129345,5.305963392224197,1.7590194982025893,1.0819147095511046,-2.362756383931572,-4.832274560501679,6.688491149824493,5.574237979245636,0.7582582850754261,1.5312591367807145,4.040690738415372,6.632914629409608,4.96894281133378,-1.9008922964006663,-3.0857661532141036,2.946074915272849,1.1308851009323484,0.8887398146128885,-5.168499273861327,1.2464030655494458,1.7673373530892764,7.908147061864535,-3.4381739149710775,-0.39923549557152466,5.615061312476578,7.671208056119772,1.0520161560064758,2.203123736835814,-2.540685258882024,-3.1105578710045667,-2.897048642080868,-0.5438499616459012,5.160281820981591,-7.221614731601411,5.59908165037632,-6.485596926181348,-4.817208923277254,2.5934659841780863,-2.5362555511627543,-4.973291907690882,-4.486984310869841,-2.5413020019082055,-7.183400574875505,-0.5661791139811446,0.9440827895982229,6.771116570052174,6.025082223496194,-5.649809026118618,-3.597410470498412,-4.799439084529877,7.119535215969743,-4.050748449182365,0.8697921534379324,5.068670521816637,-4.1808887305293325,-2.3522034259768283,4.112769544668562,3.3738163639386385,0.17537926143360516,-0.3236694963285204,6.7957991876190516,3.846618390814987,0.6237908564020995,2.113403931199535,0.5973559931797557,4.967747695105416,5.326831974009032,5.700408741112413,0.7178298686810124,2.8858401450876876,-0.3177400641143322,-1.2692430741930316,0.702847892897106,-5.081440707654587,-0.7501369704313376,0.2032025025077514,0.24787342328534917,1.7694810347171097,0.7741046510187691,-10.585787647225883
