subject_id,session_id,age,sex,site,breed,weight (kg),global_invalid_ratio,global_invalid_vertices,global_mean_thickness,global_total_vertices,10_M132,11_M132,12_M132,13_M132,14_M132,1_M132,23_M132,24a_M132,24b_M132,24c_M132,24d_M132,25_M132,29_30_M132,2_M132,31_M132,32_M132,3_M132,44_M132,45A_M132,45B_M132,46d_M132,46v_M132,5_M132,7A_M132,7B_M132,7m_M132,7op_M132,8B_M132,8l_M132,8m_M132,8r_M132,9_46d_M132,9_46v_M132,9_M132,AIP_M132,Core_M132,DP_M132,Ento_M132,F1_M132,F2_M132,F3_M132,F4_M132,F5_M132,F6_M132,F7_M132,FST_M132,Gu_M132,IPa_M132,Ins_M132,LB_M132,LIP_M132,MB_M132,MIP_M132,MST_M132,MT_M132,OPAI_M132,Opro_M132,PBc_M132,PBr_M132,PGa_M132,PIP_M132,PO_M132,Peri_M132,Pi_M132,Pir_M132,ProM_M132,Pro_St_M132,S2_M132,STPc_M132,STPi_M132,STPr_M132,Sub_M132,TEMPORAL_POLE_M132,TEO_M132,TEOm_M132,TEa_m_a_M132,TEa_m_p_M132,TEad_M132,TEav_M132,TEpd_M132,TEpv_M132,TH_TF_M132,TPt_M132,V1_M132,V2_M132,V3A_M132,V3_M132,V4_M132,V4t_M132,V6A_M132,V6_M132,VIP_M132
sub-032217,ses-001,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,1.6336673498153687,32492,1.5652342361289184,1.643989049074218,1.9804417543498216,2.142751720898292,1.702403058608373,1.6954149690684894,1.653673614026936,1.402128096889047,1.677855512370234,1.5040118817625374,1.382032291388806,2.0662625571277653,1.4461308243599804,1.822443440310452,2.277892207907092,2.1030616238713264,1.532607198099239,1.614855741425384,2.178998200260863,2.0612740764078104,1.6263683547973633,1.4219951449296413,1.5608377226480696,1.7084443901003021,2.0576594835620816,1.7765568910598755,1.5102872130493399,1.8079014791761125,1.7181138299760363,1.7321068474635986,1.4497659657059647,1.7195693875702334,1.4681177363676183,1.8048447345693905,1.3963914033585945,1.5821318339078854,1.4644058530745299,1.610302151682285,2.3935219501316163,2.21840353330336,1.8583008852498284,2.1240792942047118,2.189825599876846,1.603308302561442,2.100737475686603,1.6760642674803004,2.0611435199270445,1.568807369960851,1.6500469179159079,1.4716405322853947,1.5140110552310944,1.2769903473972535,1.4642665119881326,1.5878837298655855,1.4581184436639911,1.5192557214335962,1.9187475713540096,1.4629111136827204,1.9244139628895258,1.8373471039724767,1.4256742217121052,1.2484785914421082,2.404986408935196,1.5727498754253233,1.6309561530749004,2.3489337436154356,1.2210305492941051,1.7585806408989866,1.7016207887008128,1.8429288747517958,2.030142433113522,0.129274247754255,2.574614746965093,1.8657943474318452,1.7688159256978753,2.1465231926460575,1.9475018857094237,1.963716713587443,2.329647297500282,1.83749293911046,1.8788025663449215,1.5149351826338011,1.3820338984753222,1.4866347399939766,1.356601657512399,1.304557563826179,1.4515113750078383,1.4805738116094205,1.4478685661803845,1.7193444578313084,1.4031314408113509,1.3550557192791715
sub-032217,ses-002,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,1.5431057214736938,32492,1.5686907125757885,1.4512269013509975,1.8041126340355917,1.9118761779630886,1.5658590499265694,1.5562944491177995,1.60326007046469,1.3227767991084678,1.6607944153357244,1.4971999806919316,1.4123659479765245,1.9782231010009195,1.265621447766369,1.7191909645675518,2.1654590570157572,2.0503099064032235,1.4423592377654553,1.5572328490319012,2.0919465021211274,1.9535038786114387,1.687467183113098,1.4128901411325503,1.5394337400910993,1.7394218967132962,1.9497039217059895,1.652196883392334,1.475597859579624,1.978527272088187,1.7361527011508033,1.7199942040558598,1.4683444834337003,1.7232526255325533,1.5497833434273214,1.9239527223010857,1.2605012897896555,1.212972325239426,1.4525744194569794,1.1686425149225845,2.2386230101595688,2.192454503537303,1.6866863017966007,1.89468168258667,1.9865897428698656,1.4639704926808674,2.2073561218049793,1.6198560218869542,1.9857549922806876,1.5362137220638654,1.658372329904678,1.2793720272225393,1.353985944994135,1.1222663871620013,1.4024049238638674,1.5279500833456068,1.408663471825005,1.5635805224830455,1.851873749677016,1.3679252167542775,1.9298857703047283,1.7452993313008078,1.4755872070566098,1.0189077973365783,2.231513201505288,1.5283953217956108,1.489436944325765,2.196085871794285,1.1557928711840038,1.621912424845553,1.6887285503665959,1.779745771833088,1.7457071523817758,0.06213397853429148,2.45116066675392,1.7229542585904012,1.6570600910124436,2.026135380675153,1.7758465121845304,1.8100023508071899,2.2700693338148055,1.7830778530959426,1.8127678926174458,1.2462065806177174,1.211551953820472,1.39443424553577,1.1949192394725479,1.2942896725548905,1.353811488316877,1.4316748087394966,1.2056328522604565,1.5699576361142182,1.3446260872226077,1.3402973627776242
sub-032217,ses-003,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,1.5604549646377563,32492,1.6491191998704688,1.5576602220535278,1.8588595883099865,2.0170300410074344,1.7799427604969638,1.5285248716935416,1.6436991214600531,1.254306553625593,1.4488443706346594,1.5510399834863071,1.51359882030958,1.9180350314790957,1.2807025049220433,1.7078603289542942,2.1695899992219863,2.0394427261004844,1.4555323543246903,1.5620283647406874,2.0127367584072813,1.7723328257506747,1.7507188491821288,1.4306630357717856,1.5760421978435486,1.7069621399505852,1.9719400466498682,1.672802045917511,1.4917875355735248,1.8777777760369436,1.7670783042907714,1.7071677290874978,1.5162423412974289,1.698546139287277,1.493363083110136,1.7908063468833764,1.3506294699896753,1.2969914063429222,1.4749238138613494,1.6375180690620954,2.2141340639498526,2.16843901500443,1.8524860994055354,1.9573720145225524,2.0746697739857,1.5473722887039185,2.2360017200311026,1.6479024057008007,1.8445901749085407,1.5144994047297027,1.6347138978910785,1.3761484001723814,1.4610963826086008,1.1494616471832584,1.439087286274484,1.530516751261725,1.4495378499776364,1.6812254136258906,1.8640181978746337,1.465012303657002,1.899423126952123,1.7226627755790689,1.4263595949844474,1.176208460330963,2.3065086986826753,1.6211986667741605,1.7499855160713196,2.2323301490555463,1.135594055056572,1.6454794847489989,1.6487473518447537,1.7226017061351002,1.8665611024886843,0.10765465434376129,2.3291379504924197,1.693702914757643,1.7550269895129733,1.954687309458973,1.8061224621564604,1.8605519646690005,2.1630777505136307,1.7142071736269984,1.8476235962831058,1.5225256183576361,1.290360764937198,1.3591133415634868,1.230169284862741,1.2775628418105676,1.3949845917976105,1.438937931273465,1.3281032235123391,1.628207676925744,1.272197683753096,1.375209555867013
sub-032217,ses-004,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,1.6401089429855347,32492,1.5106246579777112,1.6785645766521062,1.9843232722267916,2.105663339004797,1.7891838351885478,1.8064971270150696,1.6506263451418501,1.3115273632255255,1.5731965389804563,1.3769724139536934,1.3536331310193725,1.6764947170409086,1.4957741011272778,1.882190825742319,2.2447894340561283,1.984503970791896,1.5621152510611487,1.571131868328122,2.075688449703917,2.131249389558468,1.6461824159622191,1.3670652270317079,1.6198511565311737,1.7426241381266683,2.0815227779291443,1.7857664300918579,1.5498631796781621,1.7891365010397775,1.737220547312782,1.7663021341038212,1.4370556023062728,1.6911306649866238,1.4016083478927612,1.830677663286527,1.3597512319024685,1.5319353586588151,1.480844789484273,1.2368014765760074,2.399948205082772,2.2602644044889044,1.8544161301748505,2.1291526091098785,2.1350478606253134,1.5886352030436197,2.0853530323063887,1.682309318539555,1.944234017206698,1.5733884498154447,1.6300805696499827,1.5577528722969018,1.5429410858481538,1.1836736483603532,1.4384458984466308,1.565649150074392,1.466721647093741,1.335542230443521,1.994528860461955,1.475196501447095,2.006778353351658,1.8384462932108443,1.4857475677233063,1.239562463760376,2.342366909158641,1.5697468616128938,1.6359155178070068,2.338871029707102,1.1862740463948183,1.7655699569917596,1.7059481418238276,1.8347790634286576,2.0635814562676447,0.11231482215225697,2.5786426178842996,1.8925452557152618,1.853121790231443,2.1065348958581445,1.965379337974006,2.056578398886181,2.339126120331467,1.8623088444101399,1.9081613659858703,1.4627432602448998,1.389855058269298,1.5153550622153658,1.3679295347597158,1.3262601747020366,1.4480895853970752,1.498295938800758,1.4212166445199834,1.7042884757630279,1.4245955810934154,1.4603058608730188
sub-032217,ses-005,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,1.5569947957992554,32492,1.6694847639504966,1.5003454201803432,1.86253542450786,1.9708678222754423,1.6799444552556968,1.4545650782174622,1.6216324714152262,1.1529587670868517,1.520431935787201,1.4844690342059081,1.573802290629948,1.886120085404298,1.3903869139877232,1.7043465804616245,2.2403341964367898,2.0271420826514563,1.4622845728516691,1.533353681186978,2.073964033808027,1.80083215461587,1.6989538564682007,1.4430157560568588,1.5028313470410777,1.7020090549569769,2.0378414948107832,1.6386450986862182,1.4174409418952971,1.9983346428189959,1.7326710803168162,1.7536246546224696,1.560857999615553,1.7468070715246067,1.5635316477102392,1.890031053374211,1.518201571122735,1.4198307691476284,1.429443413796632,1.373530402027357,2.23490067762896,2.2122222473718463,1.7638112805013,2.0340969598293306,2.038491511490287,1.5828544855117799,2.1861138586644775,1.6977462929450662,1.9205142259597778,1.5188413610706082,1.6933221061742616,1.420359448927669,1.4340284824176552,1.230193664383444,1.4134691324322781,1.4511329263880632,1.4126186277687645,1.493542947552421,1.8224435507947085,1.4864084372917812,1.9173826150974984,1.7288052629103814,1.425289336661721,1.086360251903534,2.3481193356130317,1.6521283892112049,1.618676483631134,2.2689282496770224,1.1110831082365307,1.6077604337388098,1.5920077979037193,1.6981877464315165,1.8796999899167863,0.061831892760106796,2.4851919369731874,1.695287770853785,1.7085117086086399,2.057493553898199,1.817510149805679,1.7927146729968844,2.264615246044692,1.7691505892523405,1.8176855412813333,1.2669000279019091,1.2315011474680393,1.3760957074601476,1.2362254725983983,1.3324798147384105,1.3693345484217299,1.4082863673357897,1.3490939902704815,1.6188417926663015,1.3032322187109042,1.385503455494227
sub-032217,ses-006,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,1.5648796558380127,32492,1.6144567596447932,1.5358117293185136,1.8610258211118471,1.993896772756296,1.7041581633650227,1.5189115257057924,1.6175426346351778,1.1929021232268389,1.5028897541156714,1.4824577227406117,1.4957284287170127,1.8981307444171371,1.2440927556969903,1.7143409973984465,2.1903510084075313,2.093928242723147,1.4367146198202463,1.5824405100705812,2.045917790763232,1.7995750409252238,1.6970497608184814,1.464156316488217,1.581232525957997,1.7574267568661994,1.989418160107176,1.700880195903778,1.4637327023914881,1.9115926919664656,1.6780352200780595,1.7491804004291405,1.5711929361994674,1.8340566947426595,1.5889858196763431,1.93076067045331,1.431836592412628,1.3668846796720455,1.476112042820972,1.1915446269827394,2.2332820282126606,2.1735745854507202,1.8107728917023231,2.0255791997909545,2.0582911862832742,1.592980095545451,2.1444029256149575,1.6778692822514867,1.8637660522850192,1.5264598265354767,1.6858636157732483,1.4062641078317668,1.4674757617750978,1.2100950903403833,1.4442887499611428,1.490944412825764,1.4323877841471866,1.577866787260229,1.8342127240433985,1.427895563758082,1.8695801708657862,1.7505875820668724,1.4429463308848691,1.140340256690979,2.156188511300361,1.6751071534505704,1.6878475745519002,2.275728225708008,1.1170366758423595,1.6214539411654108,1.6090086186881614,1.688134237476017,1.7724407807229057,0.07110490417383479,2.4161840291331997,1.683244905250515,1.7519990369385363,2.029670678503145,1.77531468021083,1.8555863857269288,2.309697793376061,1.7231229165504718,1.883712580570808,1.3290823530057603,1.2582794171064458,1.393829266590145,1.2514107028137151,1.3493234854501202,1.3647556974940056,1.4288260369233683,1.31794193525647,1.6335639422614219,1.3411908942430757,1.4119988880800398
sub-032217,ses-007,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,1.6458324193954468,32492,1.5151587368605972,1.7320697335746345,2.013331307103931,2.193248624310774,1.8622039159138997,1.7968817467721092,1.6572991040068425,1.2701366532082652,1.482297230457914,1.3774338508474415,1.370167183777923,2.0073452967906666,1.406941843303767,1.85109148670774,2.319910235943333,1.9777927647034328,1.558916753930118,1.6329220773504793,2.1392927169799805,2.066036393057625,1.6091045455932618,1.360294508934021,1.629299024959187,1.7540101304496687,2.0276915956351718,1.751467203617096,1.5193841218027828,1.830074679510934,1.7722859178270614,1.7518428526638787,1.5133445989794847,1.6884978287656542,1.5151104169733385,1.8272655469675858,1.4486343839527231,1.6479377936094235,1.4901440729265627,1.329930207047325,2.3901776832329276,2.2206106312674097,1.8755531079810241,2.1467922139167785,2.2075678822470874,1.6651310459772746,2.1016154421700373,1.6771559784748802,1.9888081185671749,1.5707682306632336,1.633105531863287,1.5465062375359693,1.6029514983978146,1.2280112038487974,1.4688406761022323,1.5746438570644545,1.4705953130311373,1.4300341369076208,1.9269880229721263,1.5104135067926512,1.9575587864649497,1.8368943974853604,1.4316652745343326,1.13689866065979,2.3961615740567788,1.5395960870797072,1.579084704319636,2.365270449565007,1.1320126800795285,1.776699981222121,1.6632862444472525,1.747578340596047,2.0251857761352783,0.22540315106158426,2.5056994664583274,1.9006893981002762,1.8910829639123157,2.0889708569379355,1.9243668886610699,1.9997158516021,2.3247856593901113,1.782217027401102,1.9524137625327478,1.4535974666615512,1.3800276023276308,1.5032427141835734,1.394559627442848,1.3567331976794477,1.4780788555052449,1.4995833967773007,1.4685942135577978,1.7006929236690291,1.4044106182108071,1.3957823099714985
sub-032217,ses-008,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,1.6520297527313232,32492,1.5013640097209386,1.6401909289397592,2.024822750352436,2.1297307356315502,1.830502450466156,1.7967747240666523,1.6572047969463823,1.3018445501140519,1.4665557698927063,1.3277559472226548,1.3299155205856135,2.052293223755382,1.4639967517419294,1.8968629418163125,2.2345891335318164,2.0356305204331875,1.5802135689287844,1.6129543069455263,2.142360027955503,2.1154806164075746,1.6138075361251831,1.366380595243894,1.6086060205471573,1.7508055391078143,2.0450904207714533,1.7634117038726806,1.5524582057385832,1.8986988271985734,1.7331395830426897,1.7877997298171555,1.492994487285614,1.7619485838312499,1.488787824266097,1.832949437201023,1.3962594101914263,1.5943131789183005,1.5077643332274064,1.5623379846891532,2.4313476931456615,2.2676819150264445,1.886256136257073,2.124901306629181,2.1689039737713047,1.7150734154383342,2.1146666440698834,1.6933718729604241,1.96703247634732,1.6031384674501625,1.7022700084298497,1.5203832922407159,1.4989973061224993,1.1862281629387637,1.4801612574052303,1.5451484495315,1.444155143208481,1.6312842978672548,2.079414730169335,1.4515069255398378,2.0514204603130533,1.8512349542306394,1.4552505741851607,1.1900636911392213,2.377862898782752,1.4905971094844788,1.7635180751482646,2.361192188711248,1.1699825309652805,1.7460513471368935,1.7280050758766916,1.8599890124970588,2.0499915499535817,0.1095041727658207,2.6091690012019315,1.9126407047231755,1.8156261420717426,2.1158182611310385,1.9112578999572598,1.997225368590582,2.3207821538371425,1.8531300803710675,1.8589364409446716,1.4602415263652802,1.4005095946027877,1.5349435540533476,1.3911532075828068,1.371820563933711,1.4570977690011044,1.4905274331289837,1.411624126656111,1.6859615495581934,1.4085923442380683,1.370419882656483
sub-032218,ses-001,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,1.611134648323059,32492,1.4637120598322386,1.5587605228574257,1.9153617950195962,1.880663625895977,1.5037445234663693,1.5790715762321523,1.3998839360005377,1.2296019371818094,1.1732684615729512,1.4109910565546189,0.849106925505179,2.0703544538711833,1.3079879019748082,1.872968116594017,1.9136162679041586,1.9632918673257034,1.5065008771655917,1.7559982915576413,2.1488692176585293,2.105520282151564,1.371598834514618,1.3085671048897964,1.6703677007130213,1.912665605545044,2.2729785492864707,1.5259748163223266,1.7290803557657366,2.009750027656555,1.6545517410550798,1.8357410551845164,1.4227709348608808,1.7766567653333638,1.513016414642334,2.014163819452127,1.45047295832001,1.605272636658106,1.5093349788499915,1.3500533328176691,2.412930165330998,2.44462730253444,1.4868984145337139,2.2824043226242066,2.2260094684798544,1.5646128257115681,2.2717555231518216,1.6129923517718636,2.1618824613337613,1.5833060540162123,1.6340890506339694,1.6507866141941625,1.4855284127924178,1.3353525118798202,1.4303244821568752,1.627786268013111,1.6065852375882284,1.6749265370043842,2.0446756451713797,1.9187333501047559,2.2253464399758034,1.6723130145503897,1.4060844057954653,0.9700193881988526,2.0962912207362296,1.4810423380960294,1.662657916545868,2.3116199481181607,1.053049694009976,1.5863308622393497,1.80638954280752,1.9586633625237837,1.8249154951837327,0.17071497416090683,2.4780632420409496,2.1143400686943603,1.672542963931763,1.9322467005349757,1.7832132093797481,1.8653384117853073,1.9448304048148535,1.8343864901312465,1.8037070315617783,1.226600020288307,1.5811453223862546,1.4191292792216605,1.3282000409640224,1.3824956235417192,1.4127774498178431,1.597623564547776,1.587806499281595,1.5878418407886226,1.4321137802855013,1.4558175125818573
sub-032218,ses-002,5.0,M,ohsu,Macaca mulatta,,0.12772374738397144,4150,1.54591703414917,32492,1.4067396049375658,1.502014478360574,1.841242960521153,1.8003836396862478,1.4561834184475888,1.438704142902071,1.449777521477401,1.1546930588927924,1.3113174075665681,1.6261885176444877,1.2102719138188618,1.8363702386339134,1.1503423777493564,1.7398716693624443,1.9568433328982322,2.0243813345829644,1.4176266471432333,1.7965102736040843,2.1276027304785594,2.160129967725502,1.332357398033142,1.3631724449304434,1.6065839592665667,1.9000091724789019,2.0617920337087017,1.4069260122299194,1.4827910818188348,2.074485361916678,1.6113292739504859,1.8215664302669285,1.479165165889554,1.7079425932655872,1.6502707523458144,2.0056554538508258,1.3518103340030772,1.5175113347860483,1.4678159589352815,1.297453139980252,2.2884110274119203,2.331541922027709,1.513124221357806,2.2067192566394804,2.0794185465428887,1.5518401312828063,2.2776682994983815,1.5675041059409183,1.9029520628403644,1.5980049201420374,1.6941279646352674,1.596065083579838,1.3820730041639477,1.3489534517993098,1.385544260131552,1.4896826894386954,1.5049644353096945,1.3498519333926113,1.9029177834793014,1.849901422030396,2.1327707090620267,1.6423370598356508,1.3851875984266904,0.8989697694778442,1.9674680644068225,1.4955248987771632,1.652301053206126,2.2397931365885286,0.9723478500059388,1.476525363633007,1.65905831213546,1.800057244905527,1.7685690342433869,0.20065214353773367,2.2211837631335363,1.9171210880764944,1.4434193809048024,1.8952795179878794,1.6375806180353698,1.728974873679025,2.0369675120999737,1.6981092670868183,1.9152207780342836,1.1461048542617638,1.4717556992743879,1.3592138606386854,1.2165091319933652,1.299340988887047,1.3698837345969068,1.543239555056666,1.3300099733263948,1.5452979003931737,1.315379901888407,1.385030837541216
