subject_id,session_id,age,sex,site,breed,weight (kg),global_total_cortvol,10_MMF11,11_MMF11,12_MMF11,13_MMF11,14_MMF11,1_MMF11,23_MMF11,24a_MMF11,24b_MMF11,24c_MMF11,24d_MMF11,25_MMF11,29_30_MMF11,2Ve_MMF11,2_1_MMF11,2_MMF11,31_MMF11,32_MMF11,3_MMF11,44_MMF11,45A_MMF11,46d_MMF11,46v_MMF11,5_MMF11,7A_MMF11,7B_MMF11,8_MMF11,9_46d_MMF11,9_46v_MMF11,9_MMF11,AIP_MMF11,AuditoryCore_MMF11,DP_MMF11,Entorhinal_MMF11,F1_MMF11,F2_MMF11,F3_MMF11,F4_MMF11,F5_MMF11,F6_MMF11,F7_MMF11,FST_MMF11,Gustatory_MMF11,HC_Amygdala_MMF11,IPa_MMF11,Insula_MMF11,LB_MMF11,LIP_MMF11,MB_MMF11,MIP_MMF11,MST_MMF11,MT_MMF11,OPAI_MMF11,OPRO_MMF11,PBc_MMF11,PBr_MMF11,PECg_MMF11,PGa_MMF11,PGm_MMF11,PIP_MMF11,PO_MMF11,Perirhinal_MMF11,Piriform_MMF11,ProM_MMF11,Prostriate_MMF11,S2_MMF11,STP_MMF11,TEO_MMF11,TE_MMF11,TH_TF_MMF11,TPt_MMF11,TemporalPole_MMF11,Unassigned_MMF11,V1_MMF11,V2_MMF11,V3A_MMF11,V3_MMF11,V4_MMF11,V4t_MMF11,VIP_MMF11
sub-032217,ses-001,5.0,M,ohsu,Macaca mulatta,,18396.65137855505,241.7529232347039,81.36257841193773,216.43868401697003,104.1478518552107,139.72205037930303,241.34570577667324,389.27182870186846,49.14842440865393,76.42551293127472,160.8852274606642,42.051629877401524,253.53430809387268,44.494709284300605,14.188667359941334,19.7161608256092,181.890265464766,75.00083084697418,223.0867969115336,399.58674061887234,159.51165491054564,65.2774197406135,58.56669207207114,228.70785128277657,438.39459379252304,190.3163985738913,158.4421456647697,486.13182780473164,43.84811671428348,88.92129161328843,206.85943223636397,10.78521394442622,143.52386230125916,119.40843692860089,213.21245587972703,1041.16910965042,520.7635156766642,241.75504340833183,199.4959195469208,241.66984085359493,39.38204792650678,73.94951363716052,158.59164175909712,60.4481455437379,55.92012862870673,178.8829938548242,444.464843529219,175.28749118656836,249.37986357589375,203.24288970588228,126.88545723707422,81.35180607317501,212.06974743946722,7.6741008739307155,36.61645518242786,62.07906573098057,78.88355783451274,29.93710278597582,83.27906952782381,179.87912243239535,141.0773099905908,299.90066890045426,37.380917806999335,58.10709904544907,25.240065799444686,71.80769103250363,258.38272353190564,351.60535689510505,288.726873084424,837.2907857936727,89.44898333559883,53.903367054943196,322.6496415337191,712.1650674771662,1758.4900351536467,1487.862285973052,178.9890331750332,532.1531850655942,467.0356176107527,48.60576495601547,26.812141817283866
sub-032217,ses-002,5.0,M,ohsu,Macaca mulatta,,18470.530325548316,211.48297935431538,75.1165812958275,235.95096423799606,115.45709126870922,126.37625433933088,244.3262739837347,405.27184002275504,51.49164256789065,68.45155674203113,151.9705372368592,38.7118115337191,229.64192460717786,45.69571195020799,13.085913294492817,21.53307787241804,193.3804063930825,69.4606126096355,202.41036042980156,444.0682636865424,120.67663884261685,72.56736213610601,51.579643274753806,219.73852230242898,439.50494773470876,187.36770911638263,158.24673959994567,493.67995071125284,42.26100422846785,92.2752448947831,201.0802441843454,8.0386827510241,131.28399902030736,119.34939941015298,183.2053282473792,1100.2748826247418,511.9631667352223,245.42797471324397,193.95712538618494,259.7969416615784,42.59944993512717,76.30201343639914,158.69469678683777,61.799977136770536,53.35872741938027,172.52046777608314,458.4351396658314,178.05258884017255,237.81375646771738,201.69789447092828,122.5605172836968,82.499826402024,218.73865266864706,18.024031287733663,40.21502577848012,61.8499518856527,75.76044303036439,35.27082781538933,87.30421513577743,183.21501700615136,155.29948167475118,301.35379310718173,24.778676804730427,70.46687331501141,27.786398367284175,63.10021101068684,260.1673171882837,341.48092654612094,298.1441904500404,854.9780132425018,72.804239159585,60.00238029982984,327.9133095336039,760.3657633971352,1769.9919631905027,1483.8892806297679,177.4861110698034,520.857567087518,480.6631700238589,48.349716039529596,27.7784121792704
sub-032217,ses-003,5.0,M,ohsu,Macaca mulatta,,18606.530099004154,247.0222086218855,77.92231379624953,189.20618296580943,94.35397862298265,148.21399600294498,237.03619605040566,402.7756814903096,53.91162484995629,77.98063126837086,164.6141010817051,42.82097948731677,288.16419546838887,47.87483647737897,16.75318142523526,19.447094061437546,190.1478994391314,74.85988667385028,230.25760428858277,397.24662184816145,185.0007489108673,68.23461123095845,59.23202741933378,238.2371882334181,457.6691326798132,187.33497962332774,155.46752294562899,509.4724538910209,51.796005202254285,94.69041822384752,195.84053796312318,10.966228923524191,138.86570864929735,119.89233662359072,249.37374505838562,1050.3966834218666,520.7255983729128,238.10999592413256,190.9436578081654,220.5804731493527,42.83008388297496,74.55440072933618,157.10434613827096,50.23066232299936,68.53463664941286,178.03752261052597,432.5898255829617,177.64378764070827,269.9279631755971,201.8966653423503,126.06276398207075,79.22464221220075,206.43339645824705,15.907008502544038,39.6533013597059,61.67305832949623,72.32973071188228,35.856710415026626,83.34190618822824,202.13684964109206,142.47939311025817,297.73215016343073,41.412068833704396,62.89611470326118,22.5541174599355,59.67635520854154,248.2846882675992,332.0563080597615,284.33560766401865,825.7616634136798,91.42266639544484,52.34126044759337,329.1542354075297,762.1928195533762,1774.1008977111417,1481.7804861777888,177.67489848640926,547.7150053294708,473.02549392560326,49.10807973365112,31.41725890139899
sub-032217,ses-004,5.0,M,ohsu,Macaca mulatta,,18605.014512695216,229.79151571909813,82.42429432913325,211.9880132452019,98.6103228312013,147.13609132369098,253.9388658218115,401.0722774022511,48.90343462555461,62.393776494953414,156.95298276071478,38.25040721665602,245.23079488311106,44.98021690119111,14.964152325071064,19.727999786130397,196.91903758168786,75.67299295038235,222.50311113172276,390.572651388465,163.337669065548,67.14912225463752,58.96457914180348,223.97133554716902,452.30914737351804,193.29983656998849,156.81330553864703,502.3650317947151,43.74527836160189,100.10329467683478,218.54507208962406,10.766655364717929,141.22036191446068,127.71815135771892,216.10730863778116,1048.990444347649,504.84066374286976,238.04526150469675,191.2642930194315,232.57339430398474,41.62985884773849,75.02096196519895,161.02885426290436,51.18329253115676,70.95004393754631,176.7702908445181,486.66321493079096,177.70252966265397,254.1918303525564,217.49191155340657,124.70514380084413,79.8236560278452,210.55222130993386,8.057302026475504,31.50134644105576,60.01724565112707,73.84624812260903,39.436118190049136,83.90369035331987,187.298718375952,147.24326399452303,309.8619748306202,27.480410422104896,54.83469698542318,24.37802753644758,66.15638071731705,254.95458222772822,345.559507191431,284.57279550434595,871.563437669061,76.10521116072132,51.2798734345905,351.8186945966359,740.1996644779043,1773.4660613627996,1506.3702032378012,187.35938915605453,541.5808289374451,468.7858342463553,45.652494101696625,29.853556391101044
sub-032217,ses-005,5.0,M,ohsu,Macaca mulatta,,18602.46493128039,234.01547816737116,77.45477926229134,230.53443385178423,113.32545183285924,139.74306314778585,239.03666419659834,402.77059752654765,48.371373390987884,80.35655926520772,162.17366166548882,42.23067934656171,254.27971111162216,49.018805307102106,16.480348879416315,21.310431173380724,193.00700205382307,73.38338182816294,227.63884063635567,400.3979541123283,143.85321779086541,68.74516759087254,52.605470589754304,217.08994299357101,437.9049206884628,184.91852200775074,157.89686977082718,492.86617054778606,45.35017271568167,93.74684547186645,190.1857893012284,12.093762211603478,142.440769202855,112.47570655711608,175.8661082211203,1063.550259305425,514.4537939026377,254.41751776208463,193.9191930893978,258.64616021712067,39.66545384037047,73.95576384589545,152.86776275154884,58.37262121222382,47.55230836823757,180.30409393915875,474.4961512642324,175.9575635943238,244.80642444464408,207.8806145613357,133.96578879356994,77.97142123703797,208.6033811700526,17.600950661729687,49.775835887479175,63.678548491413416,75.79568221182858,30.540102172115894,84.8788576876945,173.22148680605534,155.82468102086148,315.545465411772,32.48065736771661,60.07470164110709,27.437939253081588,60.7518046397727,258.72260891128815,348.3097159004753,283.99396957608644,868.6725171177985,72.08578983017487,53.91226061456883,357.11872869815414,746.2312853055964,1796.0560448485605,1489.7080908809828,191.1742038337762,534.4495716206245,478.5205122021067,50.486185383476986,30.46180758775615
sub-032217,ses-006,5.0,M,ohsu,Macaca mulatta,,18632.417761871668,228.67208644748374,79.40297996168132,217.90648319076215,105.4903126687455,140.20333727459615,241.68095108909574,413.8167510253384,51.0288875263213,66.28674484724357,160.11506300907268,40.817511958036,253.7364734363154,45.25422034430014,15.217830358626555,20.785003808673892,183.89481874516483,77.26267650661035,223.15743822687455,408.32980852419513,166.85934359568574,66.42495071447983,58.10685349671343,230.6928729227933,450.8467420613435,196.57708870666602,156.62538308147316,489.55866854189685,44.8917389341688,88.51079963326687,209.55483412341314,10.644430107763316,142.09318588136242,130.88044224974283,186.48134623288905,1030.513399687937,515.1260120941494,224.95299434668152,199.7774020541077,235.47086271958918,39.886841717370615,73.82146369287707,155.2409352640804,55.071001205037376,51.082129691066164,184.18788014974066,461.8172237669135,177.32829881065902,265.28027420898275,204.6473842764091,128.7176262214239,79.98102022145316,206.5779506993754,14.903338038917406,37.436299455845315,63.10475601380903,73.79588895535414,34.26796412290171,86.29984342081944,190.04599283007363,143.3749283035186,314.2296551703292,24.071898944459807,73.77377844248494,26.536050560107252,61.89726133612751,256.28654151578195,348.6948380257774,286.9840785955378,829.2789716706945,70.45774374112119,54.43611427926788,338.6762467428648,743.2026316259442,1854.0121418256424,1530.4280658178757,185.88728518093902,558.4267834298171,463.4275046776917,49.18491938536935,28.007479701945414
sub-032217,ses-007,5.0,M,ohsu,Macaca mulatta,,18680.241653164558,234.47543255891944,79.8975933569724,212.80997582041408,106.5502137267797,150.64743425047405,248.73679447006558,402.1098778088819,47.050225751755725,66.56677782496428,165.26343181728336,40.32088241384809,261.1303786891624,46.49263083802131,17.585513042209016,20.289399749437635,184.77112750289808,73.20748665986336,222.82420828448446,395.9298847058113,163.8428306668424,70.82347862485959,60.3108741234772,228.64213336364398,459.89778100611704,188.23384209628836,160.06165586399428,486.50020929454536,46.761620283004284,84.68741946408795,214.90312201854948,11.716476997619395,141.76389092332758,127.26628093176559,224.49435906189404,1021.1080205006223,514.5084527206545,229.42951015045824,211.45095725340488,239.27445722057894,41.99728614491824,76.88536819699925,156.16636756708718,55.08567408117087,86.05722493574821,178.5532430429182,451.55962274621,175.2859287727212,279.77145718453943,203.8018037898998,132.41021781294984,80.33208412209396,217.16839874546244,9.452470455092419,29.79050787860259,61.17857384870584,72.97819688528202,36.72761411438379,82.29716034600153,187.34167220792787,150.216321884997,304.84440004041903,28.65617416637823,60.03202751179811,24.91724258483987,65.20903026236184,253.64177621018823,342.98078243975715,286.8040691100355,854.4484520350015,92.372416606722,59.24410724356468,363.9052400727775,742.2701948795537,1804.0966119202665,1493.870524286742,185.67723932974837,545.9831382522622,464.7203103223802,49.207625950614684,29.966453337451476
sub-032217,ses-008,5.0,M,ohsu,Macaca mulatta,,18879.571605608453,236.78904721492302,80.96327883431344,213.32202190701565,98.90072822153508,145.39148270463537,250.13218321160883,408.18208377755195,49.619754630900104,65.52773521732766,165.54766829824698,39.83968655569159,267.2034785657919,48.17263674723504,16.671182203180006,19.82621613037927,202.5462374075284,76.78163381560384,220.0872705061168,415.84133648243363,170.35582147281195,72.4304126073969,60.005726313438785,235.81253027063656,462.5932374863673,196.42957174884626,160.73535914604847,504.8042497151737,45.91821587193556,95.49646396102581,214.8036772319767,11.904367797262895,144.2030831177247,128.58569033306927,203.82951472330717,1042.1537503673162,512.5224582290343,234.59214414432583,207.4594999708589,244.48252241033046,45.58174981476177,73.4463775678906,161.0176321686382,52.692820480375254,56.53081977274792,191.38815074286916,468.6149855665184,181.57398981763643,264.367986756165,218.53065259253,133.11625770407397,76.66527693793786,207.50500126768884,8.157573912242212,30.57003861044925,65.70443119471521,76.56910552478261,41.02155414986669,85.49196410256519,190.7434037760279,147.98505719640409,307.6714710455275,37.49789601576249,48.13302112920556,24.68316792077115,64.90720783542987,258.23548792486844,357.07514786295445,284.96136489520745,852.1275478453233,79.16464297565776,54.59683611831601,354.8203730723321,750.8671916315634,1794.0563377830395,1573.552383503545,189.13622303602193,546.4006519627608,477.44412923580546,47.70439714074744,28.797337665821175
sub-032218,ses-001,5.0,M,ohsu,Macaca mulatta,,16767.694845866667,212.26841762804438,68.02173043380273,190.77958815963675,104.4759860901108,125.5932447845635,205.40877400498525,311.57599015470026,28.9408179165084,27.521754371011045,135.70684715699943,25.87538489320396,198.64054253462055,26.26909072091333,15.449773240583637,16.542876060795273,169.506581506802,46.69635361437465,196.00169428372183,350.60169655944935,139.34771212718042,47.76010441088637,45.791870858495784,210.54573053040065,398.82600383781755,178.95973032446895,156.80498618746506,484.9285180581468,37.9179385835939,110.19478252442441,186.25899032923357,11.076304097524623,149.49149522285114,112.22136293330398,209.97609847370538,989.8931140970996,490.34543376901183,234.9705771889653,179.3119657399138,219.35132840356198,41.12592587528923,69.47944078101335,127.53104462040129,63.15598494865978,65.58213418251368,161.00690416513487,453.8787013561045,202.20101496631267,218.13484782658725,215.43025250310964,118.4894082096403,67.66328914472129,190.71810576846698,14.571236569293324,34.38604820052174,56.53802634769234,69.48801740569847,27.21169545706154,80.96019985824782,177.326863614032,147.01783260818254,283.3409959778742,26.37990719308781,40.61463830599708,23.019508319070034,56.28398621383305,235.1454762075792,306.31428797692996,298.5181832599854,747.1179876740152,70.11453752490692,65.2963079031365,286.13159682153963,697.7693334539024,1522.8210370105828,1309.190330220926,168.8780924074506,476.8952358804544,431.6960801644508,42.9139952077867,27.50516192159706
sub-032218,ses-002,5.0,M,ohsu,Macaca mulatta,,16734.087000048836,214.85065105766256,68.0654964796308,207.6928279018997,105.18699544930438,119.95276190250705,208.31445818029295,328.91328414621915,33.71234282375351,37.07944563320872,139.04893664896184,28.107513404340676,200.1794579266265,35.216109327792694,15.779459203980796,16.63831107658535,173.10069041825247,46.72825686784065,181.22713224523366,353.83269137038303,122.14462136626398,49.750306206469105,38.43491277870799,203.89465995874525,386.93621385842783,171.80136645176,155.6531438408242,496.5625926586387,31.627446822071214,119.60058440366517,169.78293585747045,8.137786044208502,144.70267859443908,99.68937917690245,223.11603645771567,995.2578561776596,487.6649503388501,260.54279014573365,177.16716967077213,224.08983239309455,43.62875043327035,76.31895883730188,131.00946863299475,69.28165451287238,57.9015337256264,152.52260375363764,423.8823306721968,190.8041970019795,216.0773258759592,206.34697842496473,116.14704270540622,68.85886906914263,182.88714857283148,13.879579646677776,37.4906861771421,50.72617921385031,71.10258837638675,23.287884178418054,79.86647463985608,179.37305874475737,148.1166625033719,285.7345758967908,31.14849946531985,40.13788335684677,23.62802897769133,54.74053236479701,227.03603935268944,304.14420986040875,287.0679723065735,770.8952844682027,71.99555921835451,61.47245017958532,270.5568778040301,693.8317576713976,1534.0963574959842,1303.6582868266635,171.39202556642437,487.96968728881114,423.92155621759986,46.14270691652106,24.82264784860462
sub-032218,ses-003,5.0,M,ohsu,Macaca mulatta,,16989.413005256993,213.75202435040381,66.84735887026342,216.92986174166236,105.62251249693156,116.97385326711024,215.48773275494972,332.7280610256214,34.04926195223229,37.50227149863215,128.5473182987205,28.66704606062198,199.0516302508254,41.91179680849437,14.700871619184843,16.2247065209211,181.1186825230528,43.370531311404115,208.68092484009742,365.80344563839947,118.72015065273838,54.162808749383025,42.54001667593914,203.72928097634193,389.3468997536074,163.37033586479433,138.9484972502653,493.52480004468,35.58794897526182,105.93526676707198,183.2846045458282,7.942732363508561,141.99129342923644,99.47133674286675,214.15693650349132,1011.3466076622217,490.4408157424088,248.83876009011786,163.53513213553984,222.63891638458853,42.360855635644654,74.33584079060502,131.12374848257957,68.23647642508811,66.71509266191441,162.53608873111588,438.528388928209,192.93620076880373,240.70631616255918,205.18923439373683,120.4641210923162,70.21503315549974,192.1557726422213,17.32965239790571,39.575123155452374,51.028886574562065,70.29530702010574,23.212430988613008,80.38481360287948,189.55817355867768,162.53834973002805,281.86429978957466,31.25750757299943,39.27932298014614,24.06652893937511,49.857336837323864,238.6262598592839,304.6454247872824,298.19181183765414,771.5478539387846,67.82610622584224,57.54050851772426,283.30535444566453,692.4695382588735,1571.6882245435074,1348.27385165975,184.7044861330847,502.43611479834595,429.83354405467264,47.62417824088023,27.465811798284516
sub-032218,ses-004,5.0,M,ohsu,Macaca mulatta,,16841.621053264695,212.52112569584327,68.210490515262,199.60854730863446,102.63730391407283,123.0832164834373,224.23172469682714,328.4541228470497,29.334223884651436,36.794488602186405,143.64341644140828,30.08420405804122,203.79794527957102,35.763472366430335,15.118503406390879,17.37806948737266,186.1814811519085,46.6443788306762,191.67587779765955,349.4821068190953,122.62272248785922,43.697981592336646,44.330610344912394,207.1780458029781,409.2875461355089,182.8921747276341,144.23771402516576,487.96810030263913,35.770316270861656,106.63096786218243,184.29053089959262,8.726814343299656,147.4458100737545,107.56876437469333,201.6403543467941,972.3983824111643,489.32426540543736,228.74024528086645,176.53982674987316,222.80921225773366,44.486407076562195,70.3234914232362,137.5485542526527,65.69304086228571,51.10347501583448,156.9531876600784,443.62397450887295,197.99564750276699,235.6717795722113,212.33297845279796,115.40684867812516,73.0903097377716,189.44695393068517,15.124361534262954,41.45949961112405,54.11769047521516,72.50655434366031,28.305570702486275,76.63997908408444,186.71955229681427,163.5527127221634,275.06886513985484,26.090841050780003,42.94587534260511,23.356897628025806,50.36159103617723,243.5478275972359,310.0029623050984,279.481980451315,744.5033688269922,77.49576585796522,65.02203916211046,280.59711949881705,688.39445209796,1527.121530379248,1331.485930610265,180.52923816217614,504.18671727276256,416.07660794524963,48.549543600266794,25.954244574292456
sub-032218,ses-005,5.0,M,ohsu,Macaca mulatta,,17026.5115518578,222.08932865796586,69.05227537683221,181.34112703989277,92.89362669476209,135.72491421033865,212.60169398694225,315.52943615990426,31.581442097688573,36.516729769019285,135.5285525292303,25.548886610618787,212.6896469906875,39.971204534966716,16.899319159791357,16.439035680587867,182.93753874473248,48.69172737787202,206.0265843874239,351.64604818646427,137.7842614290952,44.732600662851596,48.84954769274891,220.56935862798653,404.1730887339949,192.7438718658359,151.15406199102276,496.3342831774159,41.871556733483665,111.26170884378723,176.85303774265432,11.061665639030247,149.71431568899368,119.59687862186155,175.80320751111333,973.2644872082527,494.0411373989775,219.04917067323458,174.42882837822788,214.49659014288582,44.287940121436876,81.34846523309648,143.01502328994877,64.68712034333367,51.491766387551316,163.6069660253044,458.8395525209017,203.32724248840884,234.56179598940332,218.84760857319145,117.39645051624785,71.82870170977358,190.76462384696794,13.842704103833375,42.287485733567195,53.74038061354967,71.66942568108416,30.699806485159517,81.17931093128676,187.37110629556997,152.68079853041394,287.2879628421736,32.06420801853419,44.641734452728464,20.74480846321309,55.82158049086386,243.7335153676653,311.9475736494832,285.63665721726596,737.2844785086589,57.691987737156744,63.39011742704192,292.333350450097,693.3820333996301,1575.575769970333,1400.7880442727376,168.9172496563418,490.043459128853,426.5624172219223,44.33515221772002,25.362398986172813
sub-032218,ses-006,5.0,M,ohsu,Macaca mulatta,,17068.937801486823,220.4928280201084,66.15749232341494,212.42999006349473,106.1894449683703,124.98760336694409,222.52640239694531,322.1067154767676,31.10294915368906,31.4483597625026,128.9593371007768,27.359085911667222,195.66530051239297,40.0727615213846,15.763429401050681,16.195014427535135,182.401841712318,47.82971181664255,197.89454491731126,361.97662879413537,133.44424778190057,48.984893746687725,42.7392636652818,204.1063606262485,406.7734545364994,186.5791342797339,143.48144010861952,491.1357728570485,36.25691543606393,112.29404413706045,183.95451161789998,9.716033346522863,151.1018219868949,113.62745978488317,236.06841290840083,1003.8822911002817,482.66301331143535,244.46813483512028,168.7340242710021,218.38475873559025,43.24177240090975,71.9581437397742,132.40584041964252,62.92511141687525,64.64882968440368,165.5356831417617,454.04614845152696,203.65389067600782,248.41127237427528,215.81846871668574,118.26279426741814,68.97213581573456,193.3756864742138,9.535665463720044,28.11749421030248,56.76103734603808,73.88210650612645,28.377624140909525,80.29158106663067,191.7121930099775,151.9342135757811,285.9808931826539,29.07003007415986,33.538551946520776,23.534040192114897,56.58891333140938,244.57594509795445,317.33260823957625,297.37952902357205,762.2156408709681,77.1942035237495,56.55582261697747,283.2834515770889,684.4847905708942,1565.4243591653246,1353.834620319307,174.82477913318596,494.7654392668513,421.11425457177944,47.79486199933312,25.621943164060816
